file,x,y,w,h
../Imagens/UnetDataset/fio_dental\results_pos\39_predict_resized.png,75,146,72,85
../Imagens/UnetDataset/fio_dental\results_pos\3_predict_resized.png,65,147,86,97
../Imagens/UnetDataset/fio_dental\results_pos\400_predict_resized.png,58,117,98,95
../Imagens/UnetDataset/fio_dental\results_pos\401_predict_resized.png,59,129,89,88
../Imagens/UnetDataset/fio_dental\results_pos\402_predict_resized.png,71,110,75,74
../Imagens/UnetDataset/fio_dental\results_pos\403_predict_resized.png,70,110,83,82
../Imagens/UnetDataset/fio_dental\results_pos\404_predict_resized.png,84,107,86,86
../Imagens/UnetDataset/fio_dental\results_pos\405_predict_resized.png,43,118,95,74
../Imagens/UnetDataset/fio_dental\results_pos\406_predict_resized.png,39,72,97,91
../Imagens/UnetDataset/fio_dental\results_pos\407_predict_resized.png,61,89,97,90
../Imagens/UnetDataset/fio_dental\results_pos\408_predict_resized.png,63,62,137,118
../Imagens/UnetDataset/fio_dental\results_pos\409_predict_resized.png,31,66,179,116
../Imagens/UnetDataset/fio_dental\results_pos\40_predict_resized.png,75,128,78,91
../Imagens/UnetDataset/fio_dental\results_pos\410_predict_resized.png,76,106,111,75
../Imagens/UnetDataset/fio_dental\results_pos\411_predict_resized.png,63,103,90,104
../Imagens/UnetDataset/fio_dental\results_pos\412_predict_resized.png,50,93,93,83
../Imagens/UnetDataset/fio_dental\results_pos\413_predict_resized.png,56,74,94,113
../Imagens/UnetDataset/fio_dental\results_pos\414_predict_resized.png,31,87,134,174
../Imagens/UnetDataset/fio_dental\results_pos\415_predict_resized.png,0,103,148,144
../Imagens/UnetDataset/fio_dental\results_pos\416_predict_resized.png,35,100,142,171
../Imagens/UnetDataset/fio_dental\results_pos\417_predict_resized.png,58,130,109,101
../Imagens/UnetDataset/fio_dental\results_pos\418_predict_resized.png,44,132,108,113
../Imagens/UnetDataset/fio_dental\results_pos\419_predict_resized.png,77,130,104,97
../Imagens/UnetDataset/fio_dental\results_pos\41_predict_resized.png,79,149,71,83
../Imagens/UnetDataset/fio_dental\results_pos\420_predict_resized.png,82,111,106,108
../Imagens/UnetDataset/fio_dental\results_pos\421_predict_resized.png,93,113,102,121
../Imagens/UnetDataset/fio_dental\results_pos\422_predict_resized.png,60,93,139,165
../Imagens/UnetDataset/fio_dental\results_pos\423_predict_resized.png,40,102,100,108
../Imagens/UnetDataset/fio_dental\results_pos\424_predict_resized.png,78,101,83,83
../Imagens/UnetDataset/fio_dental\results_pos\425_predict_resized.png,48,109,91,100
../Imagens/UnetDataset/fio_dental\results_pos\426_predict_resized.png,44,105,137,133
../Imagens/UnetDataset/fio_dental\results_pos\427_predict_resized.png,53,114,95,99
../Imagens/UnetDataset/fio_dental\results_pos\428_predict_resized.png,56,119,119,121
../Imagens/UnetDataset/fio_dental\results_pos\429_predict_resized.png,34,102,81,86
../Imagens/UnetDataset/fio_dental\results_pos\42_predict_resized.png,46,76,103,94
../Imagens/UnetDataset/fio_dental\results_pos\430_predict_resized.png,36,83,99,105
../Imagens/UnetDataset/fio_dental\results_pos\431_predict_resized.png,71,98,92,98
../Imagens/UnetDataset/fio_dental\results_pos\432_predict_resized.png,72,125,79,92
../Imagens/UnetDataset/fio_dental\results_pos\433_predict_resized.png,73,108,83,97
../Imagens/UnetDataset/fio_dental\results_pos\434_predict_resized.png,55,112,84,97
../Imagens/UnetDataset/fio_dental\results_pos\435_predict_resized.png,65,147,86,98
../Imagens/UnetDataset/fio_dental\results_pos\436_predict_resized.png,36,101,110,125
../Imagens/UnetDataset/fio_dental\results_pos\437_predict_resized.png,52,101,105,119
../Imagens/UnetDataset/fio_dental\results_pos\438_predict_resized.png,79,130,73,82
../Imagens/UnetDataset/fio_dental\results_pos\439_predict_resized.png,76,118,74,82
../Imagens/UnetDataset/fio_dental\results_pos\43_predict_resized.png,62,77,86,115
../Imagens/UnetDataset/fio_dental\results_pos\440_predict_resized.png,75,124,75,84
../Imagens/UnetDataset/fio_dental\results_pos\441_predict_resized.png,98,80,80,99
../Imagens/UnetDataset/fio_dental\results_pos\442_predict_resized.png,66,83,87,102
../Imagens/UnetDataset/fio_dental\results_pos\443_predict_resized.png,92,60,77,93
../Imagens/UnetDataset/fio_dental\results_pos\444_predict_resized.png,30,81,124,137
../Imagens/UnetDataset/fio_dental\results_pos\445_predict_resized.png,56,146,120,126
../Imagens/UnetDataset/fio_dental\results_pos\446_predict_resized.png,33,121,113,124
../Imagens/UnetDataset/fio_dental\results_pos\447_predict_resized.png,91,79,73,126
../Imagens/UnetDataset/fio_dental\results_pos\448_predict_resized.png,76,79,75,124
../Imagens/UnetDataset/fio_dental\results_pos\449_predict_resized.png,68,87,69,111
../Imagens/UnetDataset/fio_dental\results_pos\44_predict_resized.png,0,71,134,96
../Imagens/UnetDataset/fio_dental\results_pos\450_predict_resized.png,63,78,81,58
../Imagens/UnetDataset/fio_dental\results_pos\451_predict_resized.png,85,110,84,85
../Imagens/UnetDataset/fio_dental\results_pos\452_predict_resized.png,56,73,86,73
../Imagens/UnetDataset/fio_dental\results_pos\453_predict_resized.png,70,123,84,99
../Imagens/UnetDataset/fio_dental\results_pos\454_predict_resized.png,59,115,99,117
../Imagens/UnetDataset/fio_dental\results_pos\455_predict_resized.png,63,112,92,107
../Imagens/UnetDataset/fio_dental\results_pos\456_predict_resized.png,80,82,70,113
../Imagens/UnetDataset/fio_dental\results_pos\457_predict_resized.png,68,91,67,115
../Imagens/UnetDataset/fio_dental\results_pos\458_predict_resized.png,68,101,79,127
../Imagens/UnetDataset/fio_dental\results_pos\459_predict_resized.png,43,62,94,111
../Imagens/UnetDataset/fio_dental\results_pos\45_predict_resized.png,66,97,82,120
../Imagens/UnetDataset/fio_dental\results_pos\460_predict_resized.png,54,93,101,116
../Imagens/UnetDataset/fio_dental\results_pos\461_predict_resized.png,50,83,91,106
../Imagens/UnetDataset/fio_dental\results_pos\462_predict_resized.png,65,136,85,99
../Imagens/UnetDataset/fio_dental\results_pos\463_predict_resized.png,54,145,75,86
../Imagens/UnetDataset/fio_dental\results_pos\464_predict_resized.png,72,95,111,121
../Imagens/UnetDataset/fio_dental\results_pos\465_predict_resized.png,73,114,88,96
../Imagens/UnetDataset/fio_dental\results_pos\466_predict_resized.png,78,98,86,95
../Imagens/UnetDataset/fio_dental\results_pos\467_predict_resized.png,59,117,99,107
../Imagens/UnetDataset/fio_dental\results_pos\468_predict_resized.png,86,93,84,97
../Imagens/UnetDataset/fio_dental\results_pos\469_predict_resized.png,54,128,87,101
../Imagens/UnetDataset/fio_dental\results_pos\46_predict_resized.png,70,87,86,128
../Imagens/UnetDataset/fio_dental\results_pos\470_predict_resized.png,72,93,83,98
../Imagens/UnetDataset/fio_dental\results_pos\471_predict_resized.png,75,146,72,86
../Imagens/UnetDataset/fio_dental\results_pos\472_predict_resized.png,75,128,78,91
../Imagens/UnetDataset/fio_dental\results_pos\473_predict_resized.png,79,149,71,83
../Imagens/UnetDataset/fio_dental\results_pos\474_predict_resized.png,47,78,101,92
../Imagens/UnetDataset/fio_dental\results_pos\475_predict_resized.png,62,81,86,111
../Imagens/UnetDataset/fio_dental\results_pos\476_predict_resized.png,50,73,84,94
../Imagens/UnetDataset/fio_dental\results_pos\477_predict_resized.png,66,96,81,117
../Imagens/UnetDataset/fio_dental\results_pos\478_predict_resized.png,70,87,86,124
../Imagens/UnetDataset/fio_dental\results_pos\479_predict_resized.png,55,113,77,102
../Imagens/UnetDataset/fio_dental\results_pos\47_predict_resized.png,55,113,78,111
../Imagens/UnetDataset/fio_dental\results_pos\480_predict_resized.png,0,59,158,160
../Imagens/UnetDataset/fio_dental\results_pos\481_predict_resized.png,68,42,147,187
../Imagens/UnetDataset/fio_dental\results_pos\482_predict_resized.png,56,59,127,171
../Imagens/UnetDataset/fio_dental\results_pos\483_predict_resized.png,89,69,102,145
../Imagens/UnetDataset/fio_dental\results_pos\484_predict_resized.png,79,76,96,106
../Imagens/UnetDataset/fio_dental\results_pos\485_predict_resized.png,89,74,101,130
../Imagens/UnetDataset/fio_dental\results_pos\486_predict_resized.png,0,105,147,128
../Imagens/UnetDataset/fio_dental\results_pos\487_predict_resized.png,0,156,65,85
../Imagens/UnetDataset/fio_dental\results_pos\488_predict_resized.png,0,181,119,47
../Imagens/UnetDataset/fio_dental\results_pos\489_predict_resized.png,62,131,92,110
../Imagens/UnetDataset/fio_dental\results_pos\48_predict_resized.png,0,0,196,219
../Imagens/UnetDataset/fio_dental\results_pos\490_predict_resized.png,39,101,95,111
../Imagens/UnetDataset/fio_dental\results_pos\491_predict_resized.png,74,126,91,107
../Imagens/UnetDataset/fio_dental\results_pos\492_predict_resized.png,130,172,71,47
../Imagens/UnetDataset/fio_dental\results_pos\493_predict_resized.png,105,177,93,52
../Imagens/UnetDataset/fio_dental\results_pos\494_predict_resized.png,130,185,69,38
../Imagens/UnetDataset/fio_dental\results_pos\495_predict_resized.png,0,88,128,133
../Imagens/UnetDataset/fio_dental\results_pos\496_predict_resized.png,70,143,79,92
../Imagens/UnetDataset/fio_dental\results_pos\497_predict_resized.png,41,91,117,141
../Imagens/UnetDataset/fio_dental\results_pos\498_predict_resized.png,51,89,117,122
../Imagens/UnetDataset/fio_dental\results_pos\499_predict_resized.png,55,147,93,94
../Imagens/UnetDataset/fio_dental\results_pos\49_predict_resized.png,68,39,172,191
../Imagens/UnetDataset/fio_dental\results_pos\4_predict_resized.png,36,101,110,125
../Imagens/UnetDataset/fio_dental\results_pos\500_predict_resized.png,41,79,118,121
../Imagens/UnetDataset/fio_dental\results_pos\501_predict_resized.png,58,135,74,83
../Imagens/UnetDataset/fio_dental\results_pos\502_predict_resized.png,79,93,81,90
../Imagens/UnetDataset/fio_dental\results_pos\503_predict_resized.png,105,118,72,83
../Imagens/UnetDataset/fio_dental\results_pos\504_predict_resized.png,55,119,106,96
../Imagens/UnetDataset/fio_dental\results_pos\505_predict_resized.png,52,101,118,117
../Imagens/UnetDataset/fio_dental\results_pos\506_predict_resized.png,58,116,99,86
../Imagens/UnetDataset/fio_dental\results_pos\507_predict_resized.png,56,138,86,86
../Imagens/UnetDataset/fio_dental\results_pos\508_predict_resized.png,59,117,97,95
../Imagens/UnetDataset/fio_dental\results_pos\509_predict_resized.png,59,129,89,88
../Imagens/UnetDataset/fio_dental\results_pos\50_predict_resized.png,56,0,131,230
../Imagens/UnetDataset/fio_dental\results_pos\510_predict_resized.png,71,110,75,74
../Imagens/UnetDataset/fio_dental\results_pos\511_predict_resized.png,71,110,82,82
../Imagens/UnetDataset/fio_dental\results_pos\512_predict_resized.png,84,107,86,86
../Imagens/UnetDataset/fio_dental\results_pos\513_predict_resized.png,43,117,96,75
../Imagens/UnetDataset/fio_dental\results_pos\514_predict_resized.png,39,72,97,91
../Imagens/UnetDataset/fio_dental\results_pos\515_predict_resized.png,61,89,97,90
../Imagens/UnetDataset/fio_dental\results_pos\516_predict_resized.png,64,62,136,118
../Imagens/UnetDataset/fio_dental\results_pos\517_predict_resized.png,31,66,179,116
../Imagens/UnetDataset/fio_dental\results_pos\518_predict_resized.png,76,106,114,76
../Imagens/UnetDataset/fio_dental\results_pos\519_predict_resized.png,63,103,90,79
../Imagens/UnetDataset/fio_dental\results_pos\51_predict_resized.png,83,67,118,147
../Imagens/UnetDataset/fio_dental\results_pos\520_predict_resized.png,51,93,92,84
../Imagens/UnetDataset/fio_dental\results_pos\521_predict_resized.png,57,74,93,113
../Imagens/UnetDataset/fio_dental\results_pos\522_predict_resized.png,31,87,134,174
../Imagens/UnetDataset/fio_dental\results_pos\523_predict_resized.png,0,104,148,143
../Imagens/UnetDataset/fio_dental\results_pos\524_predict_resized.png,34,100,142,171
../Imagens/UnetDataset/fio_dental\results_pos\525_predict_resized.png,58,132,109,99
../Imagens/UnetDataset/fio_dental\results_pos\526_predict_resized.png,44,133,108,110
../Imagens/UnetDataset/fio_dental\results_pos\527_predict_resized.png,77,130,104,97
../Imagens/UnetDataset/fio_dental\results_pos\528_predict_resized.png,82,111,100,108
../Imagens/UnetDataset/fio_dental\results_pos\529_predict_resized.png,93,113,102,109
../Imagens/UnetDataset/fio_dental\results_pos\52_predict_resized.png,78,54,109,128
../Imagens/UnetDataset/fio_dental\results_pos\530_predict_resized.png,61,93,138,165
../Imagens/UnetDataset/fio_dental\results_pos\531_predict_resized.png,41,102,100,108
../Imagens/UnetDataset/fio_dental\results_pos\532_predict_resized.png,78,101,83,83
../Imagens/UnetDataset/fio_dental\results_pos\533_predict_resized.png,49,110,90,99
../Imagens/UnetDataset/fio_dental\results_pos\534_predict_resized.png,44,106,137,133
../Imagens/UnetDataset/fio_dental\results_pos\535_predict_resized.png,53,115,95,98
../Imagens/UnetDataset/fio_dental\results_pos\536_predict_resized.png,56,119,120,122
../Imagens/UnetDataset/fio_dental\results_pos\537_predict_resized.png,34,102,82,86
../Imagens/UnetDataset/fio_dental\results_pos\538_predict_resized.png,36,84,99,105
../Imagens/UnetDataset/fio_dental\results_pos\539_predict_resized.png,71,98,92,98
../Imagens/UnetDataset/fio_dental\results_pos\53_predict_resized.png,84,82,113,121
../Imagens/UnetDataset/fio_dental\results_pos\54_predict_resized.png,0,106,146,134
../Imagens/UnetDataset/fio_dental\results_pos\55_predict_resized.png,0,189,52,51
../Imagens/UnetDataset/fio_dental\results_pos\56_predict_resized.png,0,187,119,41
../Imagens/UnetDataset/fio_dental\results_pos\57_predict_resized.png,61,131,93,110
../Imagens/UnetDataset/fio_dental\results_pos\58_predict_resized.png,38,101,96,111
../Imagens/UnetDataset/fio_dental\results_pos\59_predict_resized.png,74,126,91,107
../Imagens/UnetDataset/fio_dental\results_pos\5_predict_resized.png,52,100,105,120
../Imagens/UnetDataset/fio_dental\results_pos\60_predict_resized.png,132,171,71,44
../Imagens/UnetDataset/fio_dental\results_pos\61_predict_resized.png,112,180,93,49
../Imagens/UnetDataset/fio_dental\results_pos\62_predict_resized.png,136,182,64,37
../Imagens/UnetDataset/fio_dental\results_pos\63_predict_resized.png,0,88,128,133
../Imagens/UnetDataset/fio_dental\results_pos\64_predict_resized.png,69,143,80,92
../Imagens/UnetDataset/fio_dental\results_pos\65_predict_resized.png,41,93,117,139
../Imagens/UnetDataset/fio_dental\results_pos\66_predict_resized.png,51,89,117,122
../Imagens/UnetDataset/fio_dental\results_pos\67_predict_resized.png,55,147,93,94
../Imagens/UnetDataset/fio_dental\results_pos\68_predict_resized.png,41,79,118,121
../Imagens/UnetDataset/fio_dental\results_pos\69_predict_resized.png,57,136,75,85
../Imagens/UnetDataset/fio_dental\results_pos\6_predict_resized.png,79,130,73,82
../Imagens/UnetDataset/fio_dental\results_pos\70_predict_resized.png,79,94,81,90
../Imagens/UnetDataset/fio_dental\results_pos\71_predict_resized.png,98,118,79,86
../Imagens/UnetDataset/fio_dental\results_pos\72_predict_resized.png,63,119,99,96
../Imagens/UnetDataset/fio_dental\results_pos\73_predict_resized.png,52,101,118,117
../Imagens/UnetDataset/fio_dental\results_pos\74_predict_resized.png,69,116,88,86
../Imagens/UnetDataset/fio_dental\results_pos\75_predict_resized.png,56,137,86,87
../Imagens/UnetDataset/fio_dental\results_pos\76_predict_resized.png,59,117,97,95
../Imagens/UnetDataset/fio_dental\results_pos\77_predict_resized.png,59,129,89,88
../Imagens/UnetDataset/fio_dental\results_pos\78_predict_resized.png,71,110,75,74
../Imagens/UnetDataset/fio_dental\results_pos\79_predict_resized.png,70,110,83,83
../Imagens/UnetDataset/fio_dental\results_pos\7_predict_resized.png,76,118,74,82
../Imagens/UnetDataset/fio_dental\results_pos\80_predict_resized.png,84,107,86,86
../Imagens/UnetDataset/fio_dental\results_pos\81_predict_resized.png,42,104,97,88
../Imagens/UnetDataset/fio_dental\results_pos\82_predict_resized.png,38,72,98,91
../Imagens/UnetDataset/fio_dental\results_pos\83_predict_resized.png,61,89,96,90
../Imagens/UnetDataset/fio_dental\results_pos\84_predict_resized.png,71,45,132,135
../Imagens/UnetDataset/fio_dental\results_pos\85_predict_resized.png,34,42,175,138
../Imagens/UnetDataset/fio_dental\results_pos\86_predict_resized.png,77,71,123,110
../Imagens/UnetDataset/fio_dental\results_pos\87_predict_resized.png,63,102,90,108
../Imagens/UnetDataset/fio_dental\results_pos\88_predict_resized.png,51,92,92,84
../Imagens/UnetDataset/fio_dental\results_pos\89_predict_resized.png,56,73,94,115
../Imagens/UnetDataset/fio_dental\results_pos\8_predict_resized.png,75,124,75,84
../Imagens/UnetDataset/fio_dental\results_pos\90_predict_resized.png,35,87,130,127
../Imagens/UnetDataset/fio_dental\results_pos\91_predict_resized.png,26,104,122,143
../Imagens/UnetDataset/fio_dental\results_pos\92_predict_resized.png,36,99,140,171
../Imagens/UnetDataset/fio_dental\results_pos\93_predict_resized.png,59,130,102,101
../Imagens/UnetDataset/fio_dental\results_pos\94_predict_resized.png,46,145,104,98
../Imagens/UnetDataset/fio_dental\results_pos\95_predict_resized.png,77,131,91,96
../Imagens/UnetDataset/fio_dental\results_pos\96_predict_resized.png,91,98,62,74
../Imagens/UnetDataset/fio_dental\results_pos\97_predict_resized.png,104,104,59,73
../Imagens/UnetDataset/fio_dental\results_pos\98_predict_resized.png,61,78,139,193
../Imagens/UnetDataset/fio_dental\results_pos\99_predict_resized.png,40,104,101,106
../Imagens/UnetDataset/fio_dental\results_pos\9_predict_resized.png,98,89,80,89
