file,x,y,w,h
../Imagens/UnetDataset/meia\results_pos\422_predict_resized.png,33,31,146,268
../Imagens/UnetDataset/meia\results_pos\423_predict_resized.png,80,35,105,245
../Imagens/UnetDataset/meia\results_pos\424_predict_resized.png,78,22,108,250
../Imagens/UnetDataset/meia\results_pos\425_predict_resized.png,76,16,106,243
../Imagens/UnetDataset/meia\results_pos\426_predict_resized.png,71,44,95,226
../Imagens/UnetDataset/meia\results_pos\427_predict_resized.png,61,81,103,223
../Imagens/UnetDataset/meia\results_pos\428_predict_resized.png,58,31,119,239
../Imagens/UnetDataset/meia\results_pos\429_predict_resized.png,62,39,113,255
../Imagens/UnetDataset/meia\results_pos\42_predict_resized.png,0,52,189,189
../Imagens/UnetDataset/meia\results_pos\430_predict_resized.png,57,60,87,194
../Imagens/UnetDataset/meia\results_pos\431_predict_resized.png,72,37,95,214
../Imagens/UnetDataset/meia\results_pos\432_predict_resized.png,30,25,187,280
../Imagens/UnetDataset/meia\results_pos\433_predict_resized.png,34,0,180,302
../Imagens/UnetDataset/meia\results_pos\434_predict_resized.png,18,35,177,268
../Imagens/UnetDataset/meia\results_pos\435_predict_resized.png,55,37,101,242
../Imagens/UnetDataset/meia\results_pos\436_predict_resized.png,57,30,103,250
../Imagens/UnetDataset/meia\results_pos\437_predict_resized.png,76,62,98,237
../Imagens/UnetDataset/meia\results_pos\438_predict_resized.png,62,62,94,258
../Imagens/UnetDataset/meia\results_pos\439_predict_resized.png,75,34,108,264
../Imagens/UnetDataset/meia\results_pos\43_predict_resized.png,0,56,194,185
../Imagens/UnetDataset/meia\results_pos\440_predict_resized.png,54,54,97,246
../Imagens/UnetDataset/meia\results_pos\441_predict_resized.png,56,24,108,241
../Imagens/UnetDataset/meia\results_pos\442_predict_resized.png,84,16,95,289
../Imagens/UnetDataset/meia\results_pos\443_predict_resized.png,48,24,104,233
../Imagens/UnetDataset/meia\results_pos\444_predict_resized.png,55,19,126,301
../Imagens/UnetDataset/meia\results_pos\445_predict_resized.png,73,22,121,298
../Imagens/UnetDataset/meia\results_pos\446_predict_resized.png,74,26,126,294
../Imagens/UnetDataset/meia\results_pos\447_predict_resized.png,72,29,96,229
../Imagens/UnetDataset/meia\results_pos\448_predict_resized.png,53,37,99,230
../Imagens/UnetDataset/meia\results_pos\449_predict_resized.png,57,30,96,230
../Imagens/UnetDataset/meia\results_pos\44_predict_resized.png,0,59,188,189
../Imagens/UnetDataset/meia\results_pos\450_predict_resized.png,49,57,161,226
../Imagens/UnetDataset/meia\results_pos\451_predict_resized.png,50,39,171,236
../Imagens/UnetDataset/meia\results_pos\452_predict_resized.png,53,59,162,224
../Imagens/UnetDataset/meia\results_pos\453_predict_resized.png,70,0,106,305
../Imagens/UnetDataset/meia\results_pos\454_predict_resized.png,59,48,95,272
../Imagens/UnetDataset/meia\results_pos\455_predict_resized.png,72,33,94,263
../Imagens/UnetDataset/meia\results_pos\456_predict_resized.png,78,16,101,274
../Imagens/UnetDataset/meia\results_pos\457_predict_resized.png,62,22,101,278
../Imagens/UnetDataset/meia\results_pos\458_predict_resized.png,74,21,105,299
../Imagens/UnetDataset/meia\results_pos\459_predict_resized.png,35,37,119,283
../Imagens/UnetDataset/meia\results_pos\45_predict_resized.png,0,25,240,257
../Imagens/UnetDataset/meia\results_pos\460_predict_resized.png,72,70,92,233
../Imagens/UnetDataset/meia\results_pos\461_predict_resized.png,39,58,110,262
../Imagens/UnetDataset/meia\results_pos\462_predict_resized.png,54,24,104,265
../Imagens/UnetDataset/meia\results_pos\463_predict_resized.png,52,62,111,239
../Imagens/UnetDataset/meia\results_pos\464_predict_resized.png,66,65,123,255
../Imagens/UnetDataset/meia\results_pos\465_predict_resized.png,67,43,121,247
../Imagens/UnetDataset/meia\results_pos\466_predict_resized.png,59,38,132,248
../Imagens/UnetDataset/meia\results_pos\467_predict_resized.png,61,46,134,244
../Imagens/UnetDataset/meia\results_pos\468_predict_resized.png,0,65,212,191
../Imagens/UnetDataset/meia\results_pos\469_predict_resized.png,0,70,215,205
../Imagens/UnetDataset/meia\results_pos\46_predict_resized.png,26,51,196,232
../Imagens/UnetDataset/meia\results_pos\470_predict_resized.png,19,75,221,201
../Imagens/UnetDataset/meia\results_pos\471_predict_resized.png,0,74,212,202
../Imagens/UnetDataset/meia\results_pos\472_predict_resized.png,29,74,192,196
../Imagens/UnetDataset/meia\results_pos\473_predict_resized.png,18,81,186,191
../Imagens/UnetDataset/meia\results_pos\474_predict_resized.png,0,53,189,188
../Imagens/UnetDataset/meia\results_pos\475_predict_resized.png,0,56,194,185
../Imagens/UnetDataset/meia\results_pos\476_predict_resized.png,0,60,188,188
../Imagens/UnetDataset/meia\results_pos\477_predict_resized.png,0,26,240,256
../Imagens/UnetDataset/meia\results_pos\478_predict_resized.png,27,51,196,232
../Imagens/UnetDataset/meia\results_pos\479_predict_resized.png,0,24,220,253
../Imagens/UnetDataset/meia\results_pos\47_predict_resized.png,0,23,220,254
../Imagens/UnetDataset/meia\results_pos\480_predict_resized.png,34,19,174,240
../Imagens/UnetDataset/meia\results_pos\481_predict_resized.png,42,52,165,224
../Imagens/UnetDataset/meia\results_pos\482_predict_resized.png,47,36,172,236
../Imagens/UnetDataset/meia\results_pos\483_predict_resized.png,0,77,198,175
../Imagens/UnetDataset/meia\results_pos\484_predict_resized.png,19,77,202,185
../Imagens/UnetDataset/meia\results_pos\485_predict_resized.png,26,81,186,172
../Imagens/UnetDataset/meia\results_pos\486_predict_resized.png,28,33,170,256
../Imagens/UnetDataset/meia\results_pos\487_predict_resized.png,19,46,173,259
../Imagens/UnetDataset/meia\results_pos\488_predict_resized.png,25,39,178,264
../Imagens/UnetDataset/meia\results_pos\489_predict_resized.png,25,51,215,208
../Imagens/UnetDataset/meia\results_pos\48_predict_resized.png,37,21,170,236
../Imagens/UnetDataset/meia\results_pos\490_predict_resized.png,0,50,240,225
../Imagens/UnetDataset/meia\results_pos\491_predict_resized.png,0,60,240,208
../Imagens/UnetDataset/meia\results_pos\492_predict_resized.png,0,31,209,226
../Imagens/UnetDataset/meia\results_pos\493_predict_resized.png,38,50,159,181
../Imagens/UnetDataset/meia\results_pos\494_predict_resized.png,0,42,196,219
../Imagens/UnetDataset/meia\results_pos\495_predict_resized.png,0,47,208,273
../Imagens/UnetDataset/meia\results_pos\496_predict_resized.png,0,43,209,277
../Imagens/UnetDataset/meia\results_pos\497_predict_resized.png,0,36,225,284
../Imagens/UnetDataset/meia\results_pos\498_predict_resized.png,28,82,183,197
../Imagens/UnetDataset/meia\results_pos\499_predict_resized.png,19,55,221,231
../Imagens/UnetDataset/meia\results_pos\49_predict_resized.png,46,52,160,223
../Imagens/UnetDataset/meia\results_pos\4_predict_resized.png,57,30,103,250
../Imagens/UnetDataset/meia\results_pos\500_predict_resized.png,16,67,198,220
../Imagens/UnetDataset/meia\results_pos\501_predict_resized.png,44,75,174,186
../Imagens/UnetDataset/meia\results_pos\502_predict_resized.png,17,66,184,193
../Imagens/UnetDataset/meia\results_pos\503_predict_resized.png,23,69,178,186
../Imagens/UnetDataset/meia\results_pos\504_predict_resized.png,34,25,119,273
../Imagens/UnetDataset/meia\results_pos\505_predict_resized.png,41,19,123,284
../Imagens/UnetDataset/meia\results_pos\506_predict_resized.png,48,34,107,246
../Imagens/UnetDataset/meia\results_pos\507_predict_resized.png,72,48,106,239
../Imagens/UnetDataset/meia\results_pos\508_predict_resized.png,58,54,105,225
../Imagens/UnetDataset/meia\results_pos\509_predict_resized.png,64,48,113,235
../Imagens/UnetDataset/meia\results_pos\50_predict_resized.png,51,37,167,233
../Imagens/UnetDataset/meia\results_pos\510_predict_resized.png,63,30,108,242
../Imagens/UnetDataset/meia\results_pos\511_predict_resized.png,46,33,113,252
../Imagens/UnetDataset/meia\results_pos\512_predict_resized.png,57,43,104,238
../Imagens/UnetDataset/meia\results_pos\513_predict_resized.png,59,22,112,282
../Imagens/UnetDataset/meia\results_pos\514_predict_resized.png,72,54,94,231
../Imagens/UnetDataset/meia\results_pos\515_predict_resized.png,62,0,118,320
../Imagens/UnetDataset/meia\results_pos\516_predict_resized.png,74,45,100,243
../Imagens/UnetDataset/meia\results_pos\517_predict_resized.png,61,26,104,253
../Imagens/UnetDataset/meia\results_pos\518_predict_resized.png,67,42,98,239
../Imagens/UnetDataset/meia\results_pos\519_predict_resized.png,42,31,136,241
../Imagens/UnetDataset/meia\results_pos\51_predict_resized.png,0,77,198,175
../Imagens/UnetDataset/meia\results_pos\520_predict_resized.png,53,20,127,275
../Imagens/UnetDataset/meia\results_pos\521_predict_resized.png,46,24,120,257
../Imagens/UnetDataset/meia\results_pos\522_predict_resized.png,55,0,135,280
../Imagens/UnetDataset/meia\results_pos\523_predict_resized.png,46,0,149,300
../Imagens/UnetDataset/meia\results_pos\524_predict_resized.png,55,0,146,296
../Imagens/UnetDataset/meia\results_pos\525_predict_resized.png,76,34,164,269
../Imagens/UnetDataset/meia\results_pos\526_predict_resized.png,69,30,143,248
../Imagens/UnetDataset/meia\results_pos\527_predict_resized.png,48,26,146,250
../Imagens/UnetDataset/meia\results_pos\528_predict_resized.png,30,19,155,286
../Imagens/UnetDataset/meia\results_pos\529_predict_resized.png,25,18,148,280
../Imagens/UnetDataset/meia\results_pos\52_predict_resized.png,19,77,202,185
../Imagens/UnetDataset/meia\results_pos\530_predict_resized.png,33,31,146,268
../Imagens/UnetDataset/meia\results_pos\531_predict_resized.png,80,35,105,245
../Imagens/UnetDataset/meia\results_pos\532_predict_resized.png,78,22,108,250
../Imagens/UnetDataset/meia\results_pos\533_predict_resized.png,77,16,105,244
../Imagens/UnetDataset/meia\results_pos\534_predict_resized.png,71,44,96,226
../Imagens/UnetDataset/meia\results_pos\535_predict_resized.png,61,81,103,223
../Imagens/UnetDataset/meia\results_pos\536_predict_resized.png,58,31,119,239
../Imagens/UnetDataset/meia\results_pos\537_predict_resized.png,62,39,113,255
../Imagens/UnetDataset/meia\results_pos\538_predict_resized.png,57,60,87,194
../Imagens/UnetDataset/meia\results_pos\539_predict_resized.png,72,38,95,213
../Imagens/UnetDataset/meia\results_pos\53_predict_resized.png,25,81,187,172
../Imagens/UnetDataset/meia\results_pos\54_predict_resized.png,28,33,170,256
../Imagens/UnetDataset/meia\results_pos\55_predict_resized.png,19,46,173,259
../Imagens/UnetDataset/meia\results_pos\56_predict_resized.png,25,39,178,264
../Imagens/UnetDataset/meia\results_pos\57_predict_resized.png,25,53,215,206
../Imagens/UnetDataset/meia\results_pos\58_predict_resized.png,0,50,240,225
../Imagens/UnetDataset/meia\results_pos\59_predict_resized.png,16,61,224,206
../Imagens/UnetDataset/meia\results_pos\5_predict_resized.png,76,62,98,237
../Imagens/UnetDataset/meia\results_pos\60_predict_resized.png,0,31,209,226
../Imagens/UnetDataset/meia\results_pos\61_predict_resized.png,38,50,159,181
../Imagens/UnetDataset/meia\results_pos\62_predict_resized.png,0,41,196,221
../Imagens/UnetDataset/meia\results_pos\63_predict_resized.png,0,47,208,258
../Imagens/UnetDataset/meia\results_pos\64_predict_resized.png,0,43,209,277
../Imagens/UnetDataset/meia\results_pos\65_predict_resized.png,0,36,224,284
../Imagens/UnetDataset/meia\results_pos\66_predict_resized.png,28,82,183,197
../Imagens/UnetDataset/meia\results_pos\67_predict_resized.png,19,56,221,227
../Imagens/UnetDataset/meia\results_pos\68_predict_resized.png,0,68,214,219
../Imagens/UnetDataset/meia\results_pos\69_predict_resized.png,43,75,175,186
../Imagens/UnetDataset/meia\results_pos\6_predict_resized.png,61,62,95,258
../Imagens/UnetDataset/meia\results_pos\70_predict_resized.png,17,67,184,192
../Imagens/UnetDataset/meia\results_pos\71_predict_resized.png,23,69,177,185
../Imagens/UnetDataset/meia\results_pos\72_predict_resized.png,34,24,119,274
../Imagens/UnetDataset/meia\results_pos\73_predict_resized.png,41,18,123,285
../Imagens/UnetDataset/meia\results_pos\74_predict_resized.png,47,34,108,246
../Imagens/UnetDataset/meia\results_pos\75_predict_resized.png,73,48,105,238
../Imagens/UnetDataset/meia\results_pos\76_predict_resized.png,58,54,105,225
../Imagens/UnetDataset/meia\results_pos\77_predict_resized.png,64,48,113,234
../Imagens/UnetDataset/meia\results_pos\78_predict_resized.png,61,29,110,243
../Imagens/UnetDataset/meia\results_pos\79_predict_resized.png,45,32,114,253
../Imagens/UnetDataset/meia\results_pos\7_predict_resized.png,75,35,108,265
../Imagens/UnetDataset/meia\results_pos\80_predict_resized.png,55,43,106,238
../Imagens/UnetDataset/meia\results_pos\81_predict_resized.png,59,21,112,283
../Imagens/UnetDataset/meia\results_pos\82_predict_resized.png,72,54,94,231
../Imagens/UnetDataset/meia\results_pos\83_predict_resized.png,62,0,118,320
../Imagens/UnetDataset/meia\results_pos\84_predict_resized.png,74,45,102,243
../Imagens/UnetDataset/meia\results_pos\85_predict_resized.png,61,26,105,253
../Imagens/UnetDataset/meia\results_pos\86_predict_resized.png,67,42,98,238
../Imagens/UnetDataset/meia\results_pos\87_predict_resized.png,42,30,136,242
../Imagens/UnetDataset/meia\results_pos\88_predict_resized.png,52,19,128,276
../Imagens/UnetDataset/meia\results_pos\89_predict_resized.png,45,24,121,257
../Imagens/UnetDataset/meia\results_pos\8_predict_resized.png,53,55,98,265
../Imagens/UnetDataset/meia\results_pos\90_predict_resized.png,55,0,135,280
../Imagens/UnetDataset/meia\results_pos\91_predict_resized.png,46,0,148,300
../Imagens/UnetDataset/meia\results_pos\92_predict_resized.png,55,0,146,296
../Imagens/UnetDataset/meia\results_pos\93_predict_resized.png,77,35,163,268
../Imagens/UnetDataset/meia\results_pos\94_predict_resized.png,70,31,142,246
../Imagens/UnetDataset/meia\results_pos\95_predict_resized.png,49,27,144,248
../Imagens/UnetDataset/meia\results_pos\96_predict_resized.png,30,18,155,287
../Imagens/UnetDataset/meia\results_pos\97_predict_resized.png,25,18,148,281
../Imagens/UnetDataset/meia\results_pos\98_predict_resized.png,33,31,146,268
../Imagens/UnetDataset/meia\results_pos\99_predict_resized.png,80,36,110,245
../Imagens/UnetDataset/meia\results_pos\9_predict_resized.png,56,0,108,267
