file,x,y,w,h
../Imagens/UnetDataset/caneta\results_pos\414_predict_resized.png,107,26,39,250
../Imagens/UnetDataset/caneta\results_pos\415_predict_resized.png,114,58,24,200
../Imagens/UnetDataset/caneta\results_pos\416_predict_resized.png,129,67,26,188
../Imagens/UnetDataset/caneta\results_pos\417_predict_resized.png,128,36,21,210
../Imagens/UnetDataset/caneta\results_pos\418_predict_resized.png,128,182,1,22
../Imagens/UnetDataset/caneta\results_pos\419_predict_resized.png,99,44,24,229
../Imagens/UnetDataset/caneta\results_pos\41_predict_resized.png,84,70,38,222
../Imagens/UnetDataset/caneta\results_pos\420_predict_resized.png,110,53,24,196
../Imagens/UnetDataset/caneta\results_pos\421_predict_resized.png,121,37,25,214
../Imagens/UnetDataset/caneta\results_pos\422_predict_resized.png,112,47,26,221
../Imagens/UnetDataset/caneta\results_pos\423_predict_resized.png,109,51,23,199
../Imagens/UnetDataset/caneta\results_pos\424_predict_resized.png,126,40,21,205
../Imagens/UnetDataset/caneta\results_pos\425_predict_resized.png,115,57,21,220
../Imagens/UnetDataset/caneta\results_pos\426_predict_resized.png,106,69,16,194
../Imagens/UnetDataset/caneta\results_pos\427_predict_resized.png,109,54,16,192
../Imagens/UnetDataset/caneta\results_pos\428_predict_resized.png,130,47,17,199
../Imagens/UnetDataset/caneta\results_pos\429_predict_resized.png,96,22,32,233
../Imagens/UnetDataset/caneta\results_pos\42_predict_resized.png,103,0,27,265
../Imagens/UnetDataset/caneta\results_pos\430_predict_resized.png,106,7,38,255
../Imagens/UnetDataset/caneta\results_pos\431_predict_resized.png,94,22,37,233
../Imagens/UnetDataset/caneta\results_pos\432_predict_resized.png,104,57,27,240
../Imagens/UnetDataset/caneta\results_pos\433_predict_resized.png,98,56,26,231
../Imagens/UnetDataset/caneta\results_pos\434_predict_resized.png,105,65,24,204
../Imagens/UnetDataset/caneta\results_pos\435_predict_resized.png,98,46,34,214
../Imagens/UnetDataset/caneta\results_pos\436_predict_resized.png,88,22,33,253
../Imagens/UnetDataset/caneta\results_pos\437_predict_resized.png,94,28,32,227
../Imagens/UnetDataset/caneta\results_pos\438_predict_resized.png,86,54,39,251
../Imagens/UnetDataset/caneta\results_pos\439_predict_resized.png,96,45,38,248
../Imagens/UnetDataset/caneta\results_pos\43_predict_resized.png,89,8,37,298
../Imagens/UnetDataset/caneta\results_pos\440_predict_resized.png,117,67,35,232
../Imagens/UnetDataset/caneta\results_pos\441_predict_resized.png,125,102,50,201
../Imagens/UnetDataset/caneta\results_pos\442_predict_resized.png,106,51,57,248
../Imagens/UnetDataset/caneta\results_pos\443_predict_resized.png,121,69,52,201
../Imagens/UnetDataset/caneta\results_pos\444_predict_resized.png,121,58,27,236
../Imagens/UnetDataset/caneta\results_pos\445_predict_resized.png,126,65,27,183
../Imagens/UnetDataset/caneta\results_pos\446_predict_resized.png,94,70,26,223
../Imagens/UnetDataset/caneta\results_pos\447_predict_resized.png,108,37,29,239
../Imagens/UnetDataset/caneta\results_pos\448_predict_resized.png,142,62,25,181
../Imagens/UnetDataset/caneta\results_pos\449_predict_resized.png,130,45,29,204
../Imagens/UnetDataset/caneta\results_pos\44_predict_resized.png,115,281,1,2
../Imagens/UnetDataset/caneta\results_pos\450_predict_resized.png,101,57,25,190
../Imagens/UnetDataset/caneta\results_pos\451_predict_resized.png,105,79,31,195
../Imagens/UnetDataset/caneta\results_pos\452_predict_resized.png,92,66,24,189
../Imagens/UnetDataset/caneta\results_pos\453_predict_resized.png,89,68,27,186
../Imagens/UnetDataset/caneta\results_pos\454_predict_resized.png,105,84,28,174
../Imagens/UnetDataset/caneta\results_pos\455_predict_resized.png,108,73,26,181
../Imagens/UnetDataset/caneta\results_pos\456_predict_resized.png,121,77,29,164
../Imagens/UnetDataset/caneta\results_pos\457_predict_resized.png,65,37,32,197
../Imagens/UnetDataset/caneta\results_pos\458_predict_resized.png,109,73,30,199
../Imagens/UnetDataset/caneta\results_pos\459_predict_resized.png,95,47,27,231
../Imagens/UnetDataset/caneta\results_pos\45_predict_resized.png,114,91,20,220
../Imagens/UnetDataset/caneta\results_pos\460_predict_resized.png,68,91,24,194
../Imagens/UnetDataset/caneta\results_pos\461_predict_resized.png,95,54,28,220
../Imagens/UnetDataset/caneta\results_pos\462_predict_resized.png,103,49,33,218
../Imagens/UnetDataset/caneta\results_pos\463_predict_resized.png,96,55,36,220
../Imagens/UnetDataset/caneta\results_pos\464_predict_resized.png,109,71,28,193
../Imagens/UnetDataset/caneta\results_pos\465_predict_resized.png,109,77,26,192
../Imagens/UnetDataset/caneta\results_pos\466_predict_resized.png,118,59,29,179
../Imagens/UnetDataset/caneta\results_pos\467_predict_resized.png,98,49,24,181
../Imagens/UnetDataset/caneta\results_pos\468_predict_resized.png,128,131,1,5
../Imagens/UnetDataset/caneta\results_pos\469_predict_resized.png,108,49,27,247
../Imagens/UnetDataset/caneta\results_pos\46_predict_resized.png,109,66,20,215
../Imagens/UnetDataset/caneta\results_pos\470_predict_resized.png,100,29,30,252
../Imagens/UnetDataset/caneta\results_pos\471_predict_resized.png,107,43,36,233
../Imagens/UnetDataset/caneta\results_pos\472_predict_resized.png,85,83,1,1
../Imagens/UnetDataset/caneta\results_pos\473_predict_resized.png,84,70,38,222
../Imagens/UnetDataset/caneta\results_pos\474_predict_resized.png,103,14,27,244
../Imagens/UnetDataset/caneta\results_pos\475_predict_resized.png,89,115,4,17
../Imagens/UnetDataset/caneta\results_pos\476_predict_resized.png,109,47,28,240
../Imagens/UnetDataset/caneta\results_pos\477_predict_resized.png,114,91,20,221
../Imagens/UnetDataset/caneta\results_pos\478_predict_resized.png,109,66,20,216
../Imagens/UnetDataset/caneta\results_pos\479_predict_resized.png,117,86,15,171
../Imagens/UnetDataset/caneta\results_pos\47_predict_resized.png,116,87,16,169
../Imagens/UnetDataset/caneta\results_pos\480_predict_resized.png,111,64,24,196
../Imagens/UnetDataset/caneta\results_pos\481_predict_resized.png,118,52,20,174
../Imagens/UnetDataset/caneta\results_pos\482_predict_resized.png,102,77,27,201
../Imagens/UnetDataset/caneta\results_pos\483_predict_resized.png,105,93,38,179
../Imagens/UnetDataset/caneta\results_pos\484_predict_resized.png,89,85,43,218
../Imagens/UnetDataset/caneta\results_pos\485_predict_resized.png,87,87,39,190
../Imagens/UnetDataset/caneta\results_pos\486_predict_resized.png,96,56,37,239
../Imagens/UnetDataset/caneta\results_pos\487_predict_resized.png,105,94,27,193
../Imagens/UnetDataset/caneta\results_pos\488_predict_resized.png,86,39,27,234
../Imagens/UnetDataset/caneta\results_pos\489_predict_resized.png,92,52,28,230
../Imagens/UnetDataset/caneta\results_pos\48_predict_resized.png,111,63,24,197
../Imagens/UnetDataset/caneta\results_pos\490_predict_resized.png,101,98,22,187
../Imagens/UnetDataset/caneta\results_pos\491_predict_resized.png,98,74,26,191
../Imagens/UnetDataset/caneta\results_pos\492_predict_resized.png,92,63,30,200
../Imagens/UnetDataset/caneta\results_pos\493_predict_resized.png,88,79,34,211
../Imagens/UnetDataset/caneta\results_pos\494_predict_resized.png,110,62,29,201
../Imagens/UnetDataset/caneta\results_pos\495_predict_resized.png,84,43,25,197
../Imagens/UnetDataset/caneta\results_pos\496_predict_resized.png,100,75,26,198
../Imagens/UnetDataset/caneta\results_pos\497_predict_resized.png,103,63,27,204
../Imagens/UnetDataset/caneta\results_pos\498_predict_resized.png,129,182,3,17
../Imagens/UnetDataset/caneta\results_pos\499_predict_resized.png,126,190,5,19
../Imagens/UnetDataset/caneta\results_pos\49_predict_resized.png,118,51,19,175
../Imagens/UnetDataset/caneta\results_pos\4_predict_resized.png,88,21,33,254
../Imagens/UnetDataset/caneta\results_pos\500_predict_resized.png,115,196,4,18
../Imagens/UnetDataset/caneta\results_pos\501_predict_resized.png,103,75,25,189
../Imagens/UnetDataset/caneta\results_pos\502_predict_resized.png,107,101,21,167
../Imagens/UnetDataset/caneta\results_pos\503_predict_resized.png,95,85,25,174
../Imagens/UnetDataset/caneta\results_pos\504_predict_resized.png,106,20,26,274
../Imagens/UnetDataset/caneta\results_pos\505_predict_resized.png,102,34,21,265
../Imagens/UnetDataset/caneta\results_pos\506_predict_resized.png,99,43,23,240
../Imagens/UnetDataset/caneta\results_pos\507_predict_resized.png,106,30,18,228
../Imagens/UnetDataset/caneta\results_pos\508_predict_resized.png,102,26,18,231
../Imagens/UnetDataset/caneta\results_pos\509_predict_resized.png,100,43,18,215
../Imagens/UnetDataset/caneta\results_pos\50_predict_resized.png,103,76,25,200
../Imagens/UnetDataset/caneta\results_pos\510_predict_resized.png,83,18,28,280
../Imagens/UnetDataset/caneta\results_pos\511_predict_resized.png,102,12,23,286
../Imagens/UnetDataset/caneta\results_pos\512_predict_resized.png,84,24,26,274
../Imagens/UnetDataset/caneta\results_pos\513_predict_resized.png,113,50,28,219
../Imagens/UnetDataset/caneta\results_pos\514_predict_resized.png,118,56,30,250
../Imagens/UnetDataset/caneta\results_pos\515_predict_resized.png,109,41,41,217
../Imagens/UnetDataset/caneta\results_pos\516_predict_resized.png,103,53,18,243
../Imagens/UnetDataset/caneta\results_pos\517_predict_resized.png,77,17,23,240
../Imagens/UnetDataset/caneta\results_pos\518_predict_resized.png,100,33,19,233
../Imagens/UnetDataset/caneta\results_pos\519_predict_resized.png,113,49,37,226
../Imagens/UnetDataset/caneta\results_pos\51_predict_resized.png,105,93,38,178
../Imagens/UnetDataset/caneta\results_pos\520_predict_resized.png,120,64,36,211
../Imagens/UnetDataset/caneta\results_pos\521_predict_resized.png,78,32,33,222
../Imagens/UnetDataset/caneta\results_pos\522_predict_resized.png,107,26,39,252
../Imagens/UnetDataset/caneta\results_pos\523_predict_resized.png,114,58,24,202
../Imagens/UnetDataset/caneta\results_pos\524_predict_resized.png,129,67,25,189
../Imagens/UnetDataset/caneta\results_pos\525_predict_resized.png,128,36,21,210
../Imagens/UnetDataset/caneta\results_pos\526_predict_resized.png,128,40,19,193
../Imagens/UnetDataset/caneta\results_pos\527_predict_resized.png,99,44,24,230
../Imagens/UnetDataset/caneta\results_pos\528_predict_resized.png,110,53,24,197
../Imagens/UnetDataset/caneta\results_pos\529_predict_resized.png,121,37,26,215
../Imagens/UnetDataset/caneta\results_pos\52_predict_resized.png,89,85,43,217
../Imagens/UnetDataset/caneta\results_pos\530_predict_resized.png,111,47,28,222
../Imagens/UnetDataset/caneta\results_pos\531_predict_resized.png,109,52,22,199
../Imagens/UnetDataset/caneta\results_pos\532_predict_resized.png,126,40,19,206
../Imagens/UnetDataset/caneta\results_pos\533_predict_resized.png,115,57,21,220
../Imagens/UnetDataset/caneta\results_pos\534_predict_resized.png,106,69,16,194
../Imagens/UnetDataset/caneta\results_pos\535_predict_resized.png,109,54,16,192
../Imagens/UnetDataset/caneta\results_pos\536_predict_resized.png,130,48,17,199
../Imagens/UnetDataset/caneta\results_pos\537_predict_resized.png,96,22,32,234
../Imagens/UnetDataset/caneta\results_pos\538_predict_resized.png,107,8,37,255
../Imagens/UnetDataset/caneta\results_pos\539_predict_resized.png,95,23,36,238
../Imagens/UnetDataset/caneta\results_pos\53_predict_resized.png,86,86,39,190
../Imagens/UnetDataset/caneta\results_pos\54_predict_resized.png,96,56,37,242
../Imagens/UnetDataset/caneta\results_pos\55_predict_resized.png,105,92,27,196
../Imagens/UnetDataset/caneta\results_pos\56_predict_resized.png,86,39,27,234
../Imagens/UnetDataset/caneta\results_pos\57_predict_resized.png,92,53,27,231
../Imagens/UnetDataset/caneta\results_pos\58_predict_resized.png,99,96,24,190
../Imagens/UnetDataset/caneta\results_pos\59_predict_resized.png,97,71,27,195
../Imagens/UnetDataset/caneta\results_pos\5_predict_resized.png,94,27,32,229
../Imagens/UnetDataset/caneta\results_pos\60_predict_resized.png,92,57,30,208
../Imagens/UnetDataset/caneta\results_pos\61_predict_resized.png,88,73,34,221
../Imagens/UnetDataset/caneta\results_pos\62_predict_resized.png,111,59,28,207
../Imagens/UnetDataset/caneta\results_pos\63_predict_resized.png,83,41,26,199
../Imagens/UnetDataset/caneta\results_pos\64_predict_resized.png,97,73,29,201
../Imagens/UnetDataset/caneta\results_pos\65_predict_resized.png,101,62,29,205
../Imagens/UnetDataset/caneta\results_pos\66_predict_resized.png,106,78,24,177
../Imagens/UnetDataset/caneta\results_pos\67_predict_resized.png,101,86,24,180
../Imagens/UnetDataset/caneta\results_pos\68_predict_resized.png,93,104,23,156
../Imagens/UnetDataset/caneta\results_pos\69_predict_resized.png,104,74,24,192
../Imagens/UnetDataset/caneta\results_pos\6_predict_resized.png,85,55,40,249
../Imagens/UnetDataset/caneta\results_pos\70_predict_resized.png,108,99,20,171
../Imagens/UnetDataset/caneta\results_pos\71_predict_resized.png,97,83,23,178
../Imagens/UnetDataset/caneta\results_pos\72_predict_resized.png,106,20,26,274
../Imagens/UnetDataset/caneta\results_pos\73_predict_resized.png,102,34,21,265
../Imagens/UnetDataset/caneta\results_pos\74_predict_resized.png,98,43,24,241
../Imagens/UnetDataset/caneta\results_pos\75_predict_resized.png,106,28,18,230
../Imagens/UnetDataset/caneta\results_pos\76_predict_resized.png,101,25,19,232
../Imagens/UnetDataset/caneta\results_pos\77_predict_resized.png,100,40,18,219
../Imagens/UnetDataset/caneta\results_pos\78_predict_resized.png,83,19,28,277
../Imagens/UnetDataset/caneta\results_pos\79_predict_resized.png,102,12,24,284
../Imagens/UnetDataset/caneta\results_pos\7_predict_resized.png,96,46,38,259
../Imagens/UnetDataset/caneta\results_pos\80_predict_resized.png,84,24,26,272
../Imagens/UnetDataset/caneta\results_pos\81_predict_resized.png,113,50,28,218
../Imagens/UnetDataset/caneta\results_pos\82_predict_resized.png,118,57,29,249
../Imagens/UnetDataset/caneta\results_pos\83_predict_resized.png,109,41,41,217
../Imagens/UnetDataset/caneta\results_pos\84_predict_resized.png,103,55,18,243
../Imagens/UnetDataset/caneta\results_pos\85_predict_resized.png,77,14,23,245
../Imagens/UnetDataset/caneta\results_pos\86_predict_resized.png,100,32,19,236
../Imagens/UnetDataset/caneta\results_pos\87_predict_resized.png,113,49,37,225
../Imagens/UnetDataset/caneta\results_pos\88_predict_resized.png,120,64,36,210
../Imagens/UnetDataset/caneta\results_pos\89_predict_resized.png,77,32,34,220
../Imagens/UnetDataset/caneta\results_pos\8_predict_resized.png,117,68,35,231
../Imagens/UnetDataset/caneta\results_pos\90_predict_resized.png,107,22,40,253
../Imagens/UnetDataset/caneta\results_pos\91_predict_resized.png,115,58,20,198
../Imagens/UnetDataset/caneta\results_pos\92_predict_resized.png,129,68,23,185
../Imagens/UnetDataset/caneta\results_pos\93_predict_resized.png,129,36,21,210
../Imagens/UnetDataset/caneta\results_pos\94_predict_resized.png,129,40,18,193
../Imagens/UnetDataset/caneta\results_pos\95_predict_resized.png,99,44,24,230
../Imagens/UnetDataset/caneta\results_pos\96_predict_resized.png,110,47,26,204
../Imagens/UnetDataset/caneta\results_pos\97_predict_resized.png,121,38,27,215
../Imagens/UnetDataset/caneta\results_pos\98_predict_resized.png,111,45,29,225
../Imagens/UnetDataset/caneta\results_pos\99_predict_resized.png,109,47,20,204
../Imagens/UnetDataset/caneta\results_pos\9_predict_resized.png,126,102,48,197
