file,x,y,w,h
../Imagens/UnetDataset/pilha\results_pos\414_predict_resized.png,91,109,29,98
../Imagens/UnetDataset/pilha\results_pos\415_predict_resized.png,90,108,30,91
../Imagens/UnetDataset/pilha\results_pos\416_predict_resized.png,90,98,37,114
../Imagens/UnetDataset/pilha\results_pos\417_predict_resized.png,86,91,31,101
../Imagens/UnetDataset/pilha\results_pos\418_predict_resized.png,98,116,44,112
../Imagens/UnetDataset/pilha\results_pos\419_predict_resized.png,88,110,33,102
../Imagens/UnetDataset/pilha\results_pos\41_predict_resized.png,90,136,25,77
../Imagens/UnetDataset/pilha\results_pos\420_predict_resized.png,101,95,31,121
../Imagens/UnetDataset/pilha\results_pos\421_predict_resized.png,95,135,23,85
../Imagens/UnetDataset/pilha\results_pos\422_predict_resized.png,94,110,31,111
../Imagens/UnetDataset/pilha\results_pos\423_predict_resized.png,110,123,41,107
../Imagens/UnetDataset/pilha\results_pos\424_predict_resized.png,68,90,41,103
../Imagens/UnetDataset/pilha\results_pos\425_predict_resized.png,69,71,49,125
../Imagens/UnetDataset/pilha\results_pos\426_predict_resized.png,70,109,31,99
../Imagens/UnetDataset/pilha\results_pos\427_predict_resized.png,73,135,27,80
../Imagens/UnetDataset/pilha\results_pos\428_predict_resized.png,89,133,29,95
../Imagens/UnetDataset/pilha\results_pos\429_predict_resized.png,61,116,26,95
../Imagens/UnetDataset/pilha\results_pos\42_predict_resized.png,92,106,23,80
../Imagens/UnetDataset/pilha\results_pos\430_predict_resized.png,117,140,29,81
../Imagens/UnetDataset/pilha\results_pos\431_predict_resized.png,84,140,27,83
../Imagens/UnetDataset/pilha\results_pos\432_predict_resized.png,98,122,18,74
../Imagens/UnetDataset/pilha\results_pos\433_predict_resized.png,102,119,17,68
../Imagens/UnetDataset/pilha\results_pos\434_predict_resized.png,94,119,18,76
../Imagens/UnetDataset/pilha\results_pos\435_predict_resized.png,101,135,16,68
../Imagens/UnetDataset/pilha\results_pos\436_predict_resized.png,83,127,18,68
../Imagens/UnetDataset/pilha\results_pos\437_predict_resized.png,98,142,17,66
../Imagens/UnetDataset/pilha\results_pos\438_predict_resized.png,90,116,20,67
../Imagens/UnetDataset/pilha\results_pos\439_predict_resized.png,92,109,28,82
../Imagens/UnetDataset/pilha\results_pos\43_predict_resized.png,98,118,25,93
../Imagens/UnetDataset/pilha\results_pos\440_predict_resized.png,104,116,24,70
../Imagens/UnetDataset/pilha\results_pos\441_predict_resized.png,97,120,16,73
../Imagens/UnetDataset/pilha\results_pos\442_predict_resized.png,99,86,20,66
../Imagens/UnetDataset/pilha\results_pos\443_predict_resized.png,82,104,20,75
../Imagens/UnetDataset/pilha\results_pos\444_predict_resized.png,84,91,26,72
../Imagens/UnetDataset/pilha\results_pos\445_predict_resized.png,77,74,30,106
../Imagens/UnetDataset/pilha\results_pos\446_predict_resized.png,100,88,20,69
../Imagens/UnetDataset/pilha\results_pos\447_predict_resized.png,112,71,21,74
../Imagens/UnetDataset/pilha\results_pos\448_predict_resized.png,95,111,16,58
../Imagens/UnetDataset/pilha\results_pos\449_predict_resized.png,96,91,21,74
../Imagens/UnetDataset/pilha\results_pos\44_predict_resized.png,95,136,23,80
../Imagens/UnetDataset/pilha\results_pos\450_predict_resized.png,109,127,27,93
../Imagens/UnetDataset/pilha\results_pos\451_predict_resized.png,113,114,25,97
../Imagens/UnetDataset/pilha\results_pos\452_predict_resized.png,103,88,31,111
../Imagens/UnetDataset/pilha\results_pos\453_predict_resized.png,126,103,33,118
../Imagens/UnetDataset/pilha\results_pos\454_predict_resized.png,99,106,34,93
../Imagens/UnetDataset/pilha\results_pos\455_predict_resized.png,144,114,34,119
../Imagens/UnetDataset/pilha\results_pos\456_predict_resized.png,121,147,26,88
../Imagens/UnetDataset/pilha\results_pos\457_predict_resized.png,137,131,29,94
../Imagens/UnetDataset/pilha\results_pos\458_predict_resized.png,111,130,24,82
../Imagens/UnetDataset/pilha\results_pos\459_predict_resized.png,104,128,24,97
../Imagens/UnetDataset/pilha\results_pos\45_predict_resized.png,78,70,24,91
../Imagens/UnetDataset/pilha\results_pos\460_predict_resized.png,103,111,21,92
../Imagens/UnetDataset/pilha\results_pos\461_predict_resized.png,87,103,18,84
../Imagens/UnetDataset/pilha\results_pos\462_predict_resized.png,97,130,30,119
../Imagens/UnetDataset/pilha\results_pos\463_predict_resized.png,112,134,26,99
../Imagens/UnetDataset/pilha\results_pos\464_predict_resized.png,92,95,30,120
../Imagens/UnetDataset/pilha\results_pos\465_predict_resized.png,88,118,21,85
../Imagens/UnetDataset/pilha\results_pos\466_predict_resized.png,104,138,15,69
../Imagens/UnetDataset/pilha\results_pos\467_predict_resized.png,62,101,29,96
../Imagens/UnetDataset/pilha\results_pos\468_predict_resized.png,86,93,26,94
../Imagens/UnetDataset/pilha\results_pos\469_predict_resized.png,77,114,25,87
../Imagens/UnetDataset/pilha\results_pos\46_predict_resized.png,134,151,23,75
../Imagens/UnetDataset/pilha\results_pos\470_predict_resized.png,89,103,33,106
../Imagens/UnetDataset/pilha\results_pos\471_predict_resized.png,85,130,26,89
../Imagens/UnetDataset/pilha\results_pos\472_predict_resized.png,106,174,24,77
../Imagens/UnetDataset/pilha\results_pos\473_predict_resized.png,90,136,25,76
../Imagens/UnetDataset/pilha\results_pos\474_predict_resized.png,93,105,22,80
../Imagens/UnetDataset/pilha\results_pos\475_predict_resized.png,98,118,26,93
../Imagens/UnetDataset/pilha\results_pos\476_predict_resized.png,95,136,23,80
../Imagens/UnetDataset/pilha\results_pos\477_predict_resized.png,78,70,24,91
../Imagens/UnetDataset/pilha\results_pos\478_predict_resized.png,134,151,23,75
../Imagens/UnetDataset/pilha\results_pos\479_predict_resized.png,103,113,22,71
../Imagens/UnetDataset/pilha\results_pos\47_predict_resized.png,103,113,22,71
../Imagens/UnetDataset/pilha\results_pos\480_predict_resized.png,113,162,30,81
../Imagens/UnetDataset/pilha\results_pos\481_predict_resized.png,101,114,21,63
../Imagens/UnetDataset/pilha\results_pos\482_predict_resized.png,65,75,40,74
../Imagens/UnetDataset/pilha\results_pos\483_predict_resized.png,115,135,27,80
../Imagens/UnetDataset/pilha\results_pos\484_predict_resized.png,96,114,24,54
../Imagens/UnetDataset/pilha\results_pos\485_predict_resized.png,91,84,27,77
../Imagens/UnetDataset/pilha\results_pos\486_predict_resized.png,74,90,29,98
../Imagens/UnetDataset/pilha\results_pos\487_predict_resized.png,99,98,26,90
../Imagens/UnetDataset/pilha\results_pos\488_predict_resized.png,108,124,24,75
../Imagens/UnetDataset/pilha\results_pos\489_predict_resized.png,84,102,44,106
../Imagens/UnetDataset/pilha\results_pos\48_predict_resized.png,114,162,29,81
../Imagens/UnetDataset/pilha\results_pos\490_predict_resized.png,98,138,36,90
../Imagens/UnetDataset/pilha\results_pos\491_predict_resized.png,98,112,39,98
../Imagens/UnetDataset/pilha\results_pos\492_predict_resized.png,68,65,35,112
../Imagens/UnetDataset/pilha\results_pos\493_predict_resized.png,90,119,30,98
../Imagens/UnetDataset/pilha\results_pos\494_predict_resized.png,90,98,30,101
../Imagens/UnetDataset/pilha\results_pos\495_predict_resized.png,81,160,36,106
../Imagens/UnetDataset/pilha\results_pos\496_predict_resized.png,77,101,39,107
../Imagens/UnetDataset/pilha\results_pos\497_predict_resized.png,64,99,41,112
../Imagens/UnetDataset/pilha\results_pos\498_predict_resized.png,84,94,31,106
../Imagens/UnetDataset/pilha\results_pos\499_predict_resized.png,82,108,36,124
../Imagens/UnetDataset/pilha\results_pos\49_predict_resized.png,83,81,39,96
../Imagens/UnetDataset/pilha\results_pos\4_predict_resized.png,83,127,18,69
../Imagens/UnetDataset/pilha\results_pos\500_predict_resized.png,87,103,34,115
../Imagens/UnetDataset/pilha\results_pos\501_predict_resized.png,81,109,29,99
../Imagens/UnetDataset/pilha\results_pos\502_predict_resized.png,107,168,35,97
../Imagens/UnetDataset/pilha\results_pos\503_predict_resized.png,95,114,28,98
../Imagens/UnetDataset/pilha\results_pos\504_predict_resized.png,99,102,27,92
../Imagens/UnetDataset/pilha\results_pos\505_predict_resized.png,76,98,27,97
../Imagens/UnetDataset/pilha\results_pos\506_predict_resized.png,73,127,26,93
../Imagens/UnetDataset/pilha\results_pos\507_predict_resized.png,108,123,26,93
../Imagens/UnetDataset/pilha\results_pos\508_predict_resized.png,126,164,21,65
../Imagens/UnetDataset/pilha\results_pos\509_predict_resized.png,104,136,25,81
../Imagens/UnetDataset/pilha\results_pos\50_predict_resized.png,65,72,40,77
../Imagens/UnetDataset/pilha\results_pos\510_predict_resized.png,93,107,32,92
../Imagens/UnetDataset/pilha\results_pos\511_predict_resized.png,91,97,27,76
../Imagens/UnetDataset/pilha\results_pos\512_predict_resized.png,94,85,36,99
../Imagens/UnetDataset/pilha\results_pos\513_predict_resized.png,105,75,25,85
../Imagens/UnetDataset/pilha\results_pos\514_predict_resized.png,94,105,21,65
../Imagens/UnetDataset/pilha\results_pos\515_predict_resized.png,102,107,22,67
../Imagens/UnetDataset/pilha\results_pos\516_predict_resized.png,100,83,32,93
../Imagens/UnetDataset/pilha\results_pos\517_predict_resized.png,115,135,18,63
../Imagens/UnetDataset/pilha\results_pos\518_predict_resized.png,76,76,34,101
../Imagens/UnetDataset/pilha\results_pos\519_predict_resized.png,94,72,27,84
../Imagens/UnetDataset/pilha\results_pos\51_predict_resized.png,115,134,28,81
../Imagens/UnetDataset/pilha\results_pos\520_predict_resized.png,75,106,27,70
../Imagens/UnetDataset/pilha\results_pos\521_predict_resized.png,68,83,25,79
../Imagens/UnetDataset/pilha\results_pos\522_predict_resized.png,92,109,28,98
../Imagens/UnetDataset/pilha\results_pos\523_predict_resized.png,91,108,29,91
../Imagens/UnetDataset/pilha\results_pos\524_predict_resized.png,91,98,36,114
../Imagens/UnetDataset/pilha\results_pos\525_predict_resized.png,86,91,31,101
../Imagens/UnetDataset/pilha\results_pos\526_predict_resized.png,98,117,37,106
../Imagens/UnetDataset/pilha\results_pos\527_predict_resized.png,88,110,33,102
../Imagens/UnetDataset/pilha\results_pos\528_predict_resized.png,99,95,33,121
../Imagens/UnetDataset/pilha\results_pos\529_predict_resized.png,92,135,26,86
../Imagens/UnetDataset/pilha\results_pos\52_predict_resized.png,96,114,24,55
../Imagens/UnetDataset/pilha\results_pos\530_predict_resized.png,93,110,32,111
../Imagens/UnetDataset/pilha\results_pos\531_predict_resized.png,110,123,41,107
../Imagens/UnetDataset/pilha\results_pos\532_predict_resized.png,68,90,41,103
../Imagens/UnetDataset/pilha\results_pos\533_predict_resized.png,69,70,49,127
../Imagens/UnetDataset/pilha\results_pos\534_predict_resized.png,71,109,30,99
../Imagens/UnetDataset/pilha\results_pos\535_predict_resized.png,74,136,26,79
../Imagens/UnetDataset/pilha\results_pos\536_predict_resized.png,90,134,28,94
../Imagens/UnetDataset/pilha\results_pos\537_predict_resized.png,61,114,26,97
../Imagens/UnetDataset/pilha\results_pos\538_predict_resized.png,117,140,28,82
../Imagens/UnetDataset/pilha\results_pos\539_predict_resized.png,84,140,27,83
../Imagens/UnetDataset/pilha\results_pos\53_predict_resized.png,90,84,28,77
../Imagens/UnetDataset/pilha\results_pos\54_predict_resized.png,74,89,29,100
../Imagens/UnetDataset/pilha\results_pos\55_predict_resized.png,98,97,27,92
../Imagens/UnetDataset/pilha\results_pos\56_predict_resized.png,108,124,24,75
../Imagens/UnetDataset/pilha\results_pos\57_predict_resized.png,84,102,33,105
../Imagens/UnetDataset/pilha\results_pos\58_predict_resized.png,99,138,34,89
../Imagens/UnetDataset/pilha\results_pos\59_predict_resized.png,98,112,38,98
../Imagens/UnetDataset/pilha\results_pos\5_predict_resized.png,98,142,17,66
../Imagens/UnetDataset/pilha\results_pos\60_predict_resized.png,68,63,36,114
../Imagens/UnetDataset/pilha\results_pos\61_predict_resized.png,89,119,31,98
../Imagens/UnetDataset/pilha\results_pos\62_predict_resized.png,89,98,31,101
../Imagens/UnetDataset/pilha\results_pos\63_predict_resized.png,81,161,35,106
../Imagens/UnetDataset/pilha\results_pos\64_predict_resized.png,76,101,40,107
../Imagens/UnetDataset/pilha\results_pos\65_predict_resized.png,64,99,41,112
../Imagens/UnetDataset/pilha\results_pos\66_predict_resized.png,83,95,31,106
../Imagens/UnetDataset/pilha\results_pos\67_predict_resized.png,82,107,36,125
../Imagens/UnetDataset/pilha\results_pos\68_predict_resized.png,85,103,36,115
../Imagens/UnetDataset/pilha\results_pos\69_predict_resized.png,81,109,29,100
../Imagens/UnetDataset/pilha\results_pos\6_predict_resized.png,90,116,20,67
../Imagens/UnetDataset/pilha\results_pos\70_predict_resized.png,107,168,35,107
../Imagens/UnetDataset/pilha\results_pos\71_predict_resized.png,95,114,28,98
../Imagens/UnetDataset/pilha\results_pos\72_predict_resized.png,99,102,27,92
../Imagens/UnetDataset/pilha\results_pos\73_predict_resized.png,76,98,27,96
../Imagens/UnetDataset/pilha\results_pos\74_predict_resized.png,72,127,27,93
../Imagens/UnetDataset/pilha\results_pos\75_predict_resized.png,107,123,27,93
../Imagens/UnetDataset/pilha\results_pos\76_predict_resized.png,126,163,21,66
../Imagens/UnetDataset/pilha\results_pos\77_predict_resized.png,104,136,25,81
../Imagens/UnetDataset/pilha\results_pos\78_predict_resized.png,93,107,32,92
../Imagens/UnetDataset/pilha\results_pos\79_predict_resized.png,91,97,27,76
../Imagens/UnetDataset/pilha\results_pos\7_predict_resized.png,92,109,27,82
../Imagens/UnetDataset/pilha\results_pos\80_predict_resized.png,94,85,38,100
../Imagens/UnetDataset/pilha\results_pos\81_predict_resized.png,104,74,26,86
../Imagens/UnetDataset/pilha\results_pos\82_predict_resized.png,94,105,21,65
../Imagens/UnetDataset/pilha\results_pos\83_predict_resized.png,101,107,23,67
../Imagens/UnetDataset/pilha\results_pos\84_predict_resized.png,97,83,35,93
../Imagens/UnetDataset/pilha\results_pos\85_predict_resized.png,114,134,19,64
../Imagens/UnetDataset/pilha\results_pos\86_predict_resized.png,76,64,34,113
../Imagens/UnetDataset/pilha\results_pos\87_predict_resized.png,94,71,28,84
../Imagens/UnetDataset/pilha\results_pos\88_predict_resized.png,75,106,29,74
../Imagens/UnetDataset/pilha\results_pos\89_predict_resized.png,68,83,26,83
../Imagens/UnetDataset/pilha\results_pos\8_predict_resized.png,104,116,24,70
../Imagens/UnetDataset/pilha\results_pos\90_predict_resized.png,92,109,28,99
../Imagens/UnetDataset/pilha\results_pos\91_predict_resized.png,90,109,30,91
../Imagens/UnetDataset/pilha\results_pos\92_predict_resized.png,91,98,36,115
../Imagens/UnetDataset/pilha\results_pos\93_predict_resized.png,86,91,31,101
../Imagens/UnetDataset/pilha\results_pos\94_predict_resized.png,98,117,32,106
../Imagens/UnetDataset/pilha\results_pos\95_predict_resized.png,88,110,31,102
../Imagens/UnetDataset/pilha\results_pos\96_predict_resized.png,97,95,35,122
../Imagens/UnetDataset/pilha\results_pos\97_predict_resized.png,95,135,23,84
../Imagens/UnetDataset/pilha\results_pos\98_predict_resized.png,93,110,32,110
../Imagens/UnetDataset/pilha\results_pos\99_predict_resized.png,111,123,40,107
../Imagens/UnetDataset/pilha\results_pos\9_predict_resized.png,97,120,17,74
