file,x,y,w,h
../Imagens/UnetDataset/perfume\results_pos\414_predict_resized.png,60,65,109,176
../Imagens/UnetDataset/perfume\results_pos\415_predict_resized.png,71,72,120,182
../Imagens/UnetDataset/perfume\results_pos\416_predict_resized.png,55,75,111,181
../Imagens/UnetDataset/perfume\results_pos\417_predict_resized.png,45,61,149,212
../Imagens/UnetDataset/perfume\results_pos\418_predict_resized.png,54,93,123,202
../Imagens/UnetDataset/perfume\results_pos\419_predict_resized.png,38,81,150,208
../Imagens/UnetDataset/perfume\results_pos\41_predict_resized.png,52,59,100,181
../Imagens/UnetDataset/perfume\results_pos\420_predict_resized.png,21,51,147,214
../Imagens/UnetDataset/perfume\results_pos\421_predict_resized.png,18,38,138,202
../Imagens/UnetDataset/perfume\results_pos\422_predict_resized.png,30,37,147,216
../Imagens/UnetDataset/perfume\results_pos\423_predict_resized.png,64,88,100,170
../Imagens/UnetDataset/perfume\results_pos\424_predict_resized.png,61,83,111,181
../Imagens/UnetDataset/perfume\results_pos\425_predict_resized.png,55,62,98,167
../Imagens/UnetDataset/perfume\results_pos\426_predict_resized.png,75,124,89,144
../Imagens/UnetDataset/perfume\results_pos\427_predict_resized.png,56,123,95,157
../Imagens/UnetDataset/perfume\results_pos\428_predict_resized.png,80,97,97,159
../Imagens/UnetDataset/perfume\results_pos\429_predict_resized.png,56,64,96,158
../Imagens/UnetDataset/perfume\results_pos\42_predict_resized.png,61,81,101,163
../Imagens/UnetDataset/perfume\results_pos\430_predict_resized.png,48,99,93,151
../Imagens/UnetDataset/perfume\results_pos\431_predict_resized.png,62,70,101,161
../Imagens/UnetDataset/perfume\results_pos\432_predict_resized.png,48,46,147,247
../Imagens/UnetDataset/perfume\results_pos\433_predict_resized.png,43,31,127,212
../Imagens/UnetDataset/perfume\results_pos\434_predict_resized.png,55,55,136,224
../Imagens/UnetDataset/perfume\results_pos\435_predict_resized.png,0,53,145,208
../Imagens/UnetDataset/perfume\results_pos\436_predict_resized.png,54,61,115,187
../Imagens/UnetDataset/perfume\results_pos\437_predict_resized.png,50,78,131,208
../Imagens/UnetDataset/perfume\results_pos\438_predict_resized.png,46,62,128,207
../Imagens/UnetDataset/perfume\results_pos\439_predict_resized.png,51,52,127,204
../Imagens/UnetDataset/perfume\results_pos\43_predict_resized.png,37,59,117,192
../Imagens/UnetDataset/perfume\results_pos\440_predict_resized.png,46,60,133,216
../Imagens/UnetDataset/perfume\results_pos\441_predict_resized.png,63,62,90,171
../Imagens/UnetDataset/perfume\results_pos\442_predict_resized.png,65,91,91,157
../Imagens/UnetDataset/perfume\results_pos\443_predict_resized.png,60,82,95,169
../Imagens/UnetDataset/perfume\results_pos\444_predict_resized.png,51,66,115,186
../Imagens/UnetDataset/perfume\results_pos\445_predict_resized.png,61,121,86,139
../Imagens/UnetDataset/perfume\results_pos\446_predict_resized.png,51,82,110,178
../Imagens/UnetDataset/perfume\results_pos\447_predict_resized.png,72,49,95,175
../Imagens/UnetDataset/perfume\results_pos\448_predict_resized.png,77,58,90,165
../Imagens/UnetDataset/perfume\results_pos\449_predict_resized.png,65,82,98,162
../Imagens/UnetDataset/perfume\results_pos\44_predict_resized.png,67,53,104,175
../Imagens/UnetDataset/perfume\results_pos\450_predict_resized.png,41,49,137,235
../Imagens/UnetDataset/perfume\results_pos\451_predict_resized.png,74,90,124,210
../Imagens/UnetDataset/perfume\results_pos\452_predict_resized.png,50,59,128,216
../Imagens/UnetDataset/perfume\results_pos\453_predict_resized.png,48,65,141,191
../Imagens/UnetDataset/perfume\results_pos\454_predict_resized.png,65,87,123,170
../Imagens/UnetDataset/perfume\results_pos\455_predict_resized.png,61,98,123,167
../Imagens/UnetDataset/perfume\results_pos\456_predict_resized.png,57,86,109,173
../Imagens/UnetDataset/perfume\results_pos\457_predict_resized.png,47,67,107,177
../Imagens/UnetDataset/perfume\results_pos\458_predict_resized.png,69,79,97,171
../Imagens/UnetDataset/perfume\results_pos\459_predict_resized.png,39,64,130,217
../Imagens/UnetDataset/perfume\results_pos\45_predict_resized.png,74,70,109,176
../Imagens/UnetDataset/perfume\results_pos\460_predict_resized.png,59,72,116,190
../Imagens/UnetDataset/perfume\results_pos\461_predict_resized.png,32,50,139,231
../Imagens/UnetDataset/perfume\results_pos\462_predict_resized.png,46,75,126,201
../Imagens/UnetDataset/perfume\results_pos\463_predict_resized.png,61,105,99,158
../Imagens/UnetDataset/perfume\results_pos\464_predict_resized.png,38,61,138,216
../Imagens/UnetDataset/perfume\results_pos\465_predict_resized.png,35,70,117,194
../Imagens/UnetDataset/perfume\results_pos\466_predict_resized.png,37,91,116,192
../Imagens/UnetDataset/perfume\results_pos\467_predict_resized.png,51,82,115,192
../Imagens/UnetDataset/perfume\results_pos\468_predict_resized.png,56,71,103,179
../Imagens/UnetDataset/perfume\results_pos\469_predict_resized.png,52,57,116,196
../Imagens/UnetDataset/perfume\results_pos\46_predict_resized.png,49,74,105,168
../Imagens/UnetDataset/perfume\results_pos\470_predict_resized.png,57,61,102,175
../Imagens/UnetDataset/perfume\results_pos\471_predict_resized.png,62,73,105,187
../Imagens/UnetDataset/perfume\results_pos\472_predict_resized.png,61,82,91,155
../Imagens/UnetDataset/perfume\results_pos\473_predict_resized.png,52,60,100,180
../Imagens/UnetDataset/perfume\results_pos\474_predict_resized.png,61,81,101,163
../Imagens/UnetDataset/perfume\results_pos\475_predict_resized.png,37,59,117,192
../Imagens/UnetDataset/perfume\results_pos\476_predict_resized.png,66,53,105,175
../Imagens/UnetDataset/perfume\results_pos\477_predict_resized.png,74,70,109,176
../Imagens/UnetDataset/perfume\results_pos\478_predict_resized.png,53,74,101,167
../Imagens/UnetDataset/perfume\results_pos\479_predict_resized.png,63,50,108,178
../Imagens/UnetDataset/perfume\results_pos\47_predict_resized.png,63,49,108,180
../Imagens/UnetDataset/perfume\results_pos\480_predict_resized.png,53,54,135,180
../Imagens/UnetDataset/perfume\results_pos\481_predict_resized.png,26,52,136,197
../Imagens/UnetDataset/perfume\results_pos\482_predict_resized.png,31,86,113,163
../Imagens/UnetDataset/perfume\results_pos\483_predict_resized.png,49,30,128,253
../Imagens/UnetDataset/perfume\results_pos\484_predict_resized.png,51,68,106,209
../Imagens/UnetDataset/perfume\results_pos\485_predict_resized.png,52,32,128,250
../Imagens/UnetDataset/perfume\results_pos\486_predict_resized.png,64,65,108,184
../Imagens/UnetDataset/perfume\results_pos\487_predict_resized.png,67,86,96,158
../Imagens/UnetDataset/perfume\results_pos\488_predict_resized.png,58,93,94,156
../Imagens/UnetDataset/perfume\results_pos\489_predict_resized.png,54,82,111,161
../Imagens/UnetDataset/perfume\results_pos\48_predict_resized.png,61,53,127,183
../Imagens/UnetDataset/perfume\results_pos\490_predict_resized.png,80,87,117,168
../Imagens/UnetDataset/perfume\results_pos\491_predict_resized.png,63,73,119,174
../Imagens/UnetDataset/perfume\results_pos\492_predict_resized.png,52,56,109,175
../Imagens/UnetDataset/perfume\results_pos\493_predict_resized.png,59,67,107,173
../Imagens/UnetDataset/perfume\results_pos\494_predict_resized.png,38,62,112,178
../Imagens/UnetDataset/perfume\results_pos\495_predict_resized.png,46,71,108,192
../Imagens/UnetDataset/perfume\results_pos\496_predict_resized.png,52,84,101,169
../Imagens/UnetDataset/perfume\results_pos\497_predict_resized.png,42,34,122,218
../Imagens/UnetDataset/perfume\results_pos\498_predict_resized.png,57,95,88,154
../Imagens/UnetDataset/perfume\results_pos\499_predict_resized.png,53,121,84,143
../Imagens/UnetDataset/perfume\results_pos\49_predict_resized.png,25,53,138,196
../Imagens/UnetDataset/perfume\results_pos\4_predict_resized.png,54,61,115,187
../Imagens/UnetDataset/perfume\results_pos\500_predict_resized.png,52,86,100,199
../Imagens/UnetDataset/perfume\results_pos\501_predict_resized.png,55,93,93,153
../Imagens/UnetDataset/perfume\results_pos\502_predict_resized.png,52,111,89,156
../Imagens/UnetDataset/perfume\results_pos\503_predict_resized.png,55,101,90,153
../Imagens/UnetDataset/perfume\results_pos\504_predict_resized.png,54,64,124,201
../Imagens/UnetDataset/perfume\results_pos\505_predict_resized.png,46,38,133,216
../Imagens/UnetDataset/perfume\results_pos\506_predict_resized.png,59,73,115,191
../Imagens/UnetDataset/perfume\results_pos\507_predict_resized.png,56,37,99,160
../Imagens/UnetDataset/perfume\results_pos\508_predict_resized.png,63,110,100,158
../Imagens/UnetDataset/perfume\results_pos\509_predict_resized.png,48,45,108,175
../Imagens/UnetDataset/perfume\results_pos\50_predict_resized.png,30,77,114,172
../Imagens/UnetDataset/perfume\results_pos\510_predict_resized.png,67,70,108,175
../Imagens/UnetDataset/perfume\results_pos\511_predict_resized.png,55,49,116,191
../Imagens/UnetDataset/perfume\results_pos\512_predict_resized.png,61,71,104,171
../Imagens/UnetDataset/perfume\results_pos\513_predict_resized.png,59,42,131,211
../Imagens/UnetDataset/perfume\results_pos\514_predict_resized.png,45,42,116,187
../Imagens/UnetDataset/perfume\results_pos\515_predict_resized.png,53,42,116,187
../Imagens/UnetDataset/perfume\results_pos\516_predict_resized.png,34,33,148,243
../Imagens/UnetDataset/perfume\results_pos\517_predict_resized.png,46,0,137,239
../Imagens/UnetDataset/perfume\results_pos\518_predict_resized.png,43,61,142,236
../Imagens/UnetDataset/perfume\results_pos\519_predict_resized.png,56,45,114,207
../Imagens/UnetDataset/perfume\results_pos\51_predict_resized.png,49,30,129,253
../Imagens/UnetDataset/perfume\results_pos\520_predict_resized.png,60,34,114,203
../Imagens/UnetDataset/perfume\results_pos\521_predict_resized.png,69,64,111,197
../Imagens/UnetDataset/perfume\results_pos\522_predict_resized.png,60,65,109,176
../Imagens/UnetDataset/perfume\results_pos\523_predict_resized.png,71,72,121,182
../Imagens/UnetDataset/perfume\results_pos\524_predict_resized.png,54,75,112,181
../Imagens/UnetDataset/perfume\results_pos\525_predict_resized.png,45,62,149,211
../Imagens/UnetDataset/perfume\results_pos\526_predict_resized.png,54,94,123,202
../Imagens/UnetDataset/perfume\results_pos\527_predict_resized.png,39,81,149,209
../Imagens/UnetDataset/perfume\results_pos\528_predict_resized.png,21,51,147,214
../Imagens/UnetDataset/perfume\results_pos\529_predict_resized.png,18,39,138,201
../Imagens/UnetDataset/perfume\results_pos\52_predict_resized.png,51,68,106,209
../Imagens/UnetDataset/perfume\results_pos\530_predict_resized.png,30,38,147,216
../Imagens/UnetDataset/perfume\results_pos\531_predict_resized.png,64,88,100,170
../Imagens/UnetDataset/perfume\results_pos\532_predict_resized.png,61,84,111,180
../Imagens/UnetDataset/perfume\results_pos\533_predict_resized.png,55,62,99,167
../Imagens/UnetDataset/perfume\results_pos\534_predict_resized.png,75,125,89,143
../Imagens/UnetDataset/perfume\results_pos\535_predict_resized.png,57,123,94,158
../Imagens/UnetDataset/perfume\results_pos\536_predict_resized.png,80,98,97,158
../Imagens/UnetDataset/perfume\results_pos\537_predict_resized.png,56,64,96,159
../Imagens/UnetDataset/perfume\results_pos\538_predict_resized.png,48,99,93,151
../Imagens/UnetDataset/perfume\results_pos\539_predict_resized.png,63,71,101,160
../Imagens/UnetDataset/perfume\results_pos\53_predict_resized.png,52,32,129,250
../Imagens/UnetDataset/perfume\results_pos\54_predict_resized.png,64,64,108,185
../Imagens/UnetDataset/perfume\results_pos\55_predict_resized.png,67,86,96,159
../Imagens/UnetDataset/perfume\results_pos\56_predict_resized.png,59,93,93,156
../Imagens/UnetDataset/perfume\results_pos\57_predict_resized.png,54,82,110,161
../Imagens/UnetDataset/perfume\results_pos\58_predict_resized.png,80,87,116,167
../Imagens/UnetDataset/perfume\results_pos\59_predict_resized.png,63,73,118,174
../Imagens/UnetDataset/perfume\results_pos\5_predict_resized.png,50,77,132,210
../Imagens/UnetDataset/perfume\results_pos\60_predict_resized.png,52,55,109,176
../Imagens/UnetDataset/perfume\results_pos\61_predict_resized.png,59,66,107,174
../Imagens/UnetDataset/perfume\results_pos\62_predict_resized.png,38,61,111,179
../Imagens/UnetDataset/perfume\results_pos\63_predict_resized.png,46,71,108,192
../Imagens/UnetDataset/perfume\results_pos\64_predict_resized.png,52,84,101,170
../Imagens/UnetDataset/perfume\results_pos\65_predict_resized.png,43,34,121,217
../Imagens/UnetDataset/perfume\results_pos\66_predict_resized.png,55,95,90,155
../Imagens/UnetDataset/perfume\results_pos\67_predict_resized.png,53,121,84,143
../Imagens/UnetDataset/perfume\results_pos\68_predict_resized.png,52,86,100,187
../Imagens/UnetDataset/perfume\results_pos\69_predict_resized.png,55,93,93,152
../Imagens/UnetDataset/perfume\results_pos\6_predict_resized.png,47,62,127,207
../Imagens/UnetDataset/perfume\results_pos\70_predict_resized.png,52,110,89,157
../Imagens/UnetDataset/perfume\results_pos\71_predict_resized.png,55,101,90,152
../Imagens/UnetDataset/perfume\results_pos\72_predict_resized.png,54,64,124,201
../Imagens/UnetDataset/perfume\results_pos\73_predict_resized.png,46,37,133,216
../Imagens/UnetDataset/perfume\results_pos\74_predict_resized.png,58,71,118,193
../Imagens/UnetDataset/perfume\results_pos\75_predict_resized.png,56,37,99,160
../Imagens/UnetDataset/perfume\results_pos\76_predict_resized.png,63,111,100,157
../Imagens/UnetDataset/perfume\results_pos\77_predict_resized.png,48,46,108,174
../Imagens/UnetDataset/perfume\results_pos\78_predict_resized.png,67,70,107,175
../Imagens/UnetDataset/perfume\results_pos\79_predict_resized.png,55,49,116,191
../Imagens/UnetDataset/perfume\results_pos\7_predict_resized.png,51,51,127,205
../Imagens/UnetDataset/perfume\results_pos\80_predict_resized.png,61,71,104,171
../Imagens/UnetDataset/perfume\results_pos\81_predict_resized.png,57,42,133,211
../Imagens/UnetDataset/perfume\results_pos\82_predict_resized.png,45,42,116,187
../Imagens/UnetDataset/perfume\results_pos\83_predict_resized.png,52,41,117,188
../Imagens/UnetDataset/perfume\results_pos\84_predict_resized.png,33,33,150,242
../Imagens/UnetDataset/perfume\results_pos\85_predict_resized.png,45,29,138,210
../Imagens/UnetDataset/perfume\results_pos\86_predict_resized.png,43,60,143,235
../Imagens/UnetDataset/perfume\results_pos\87_predict_resized.png,56,44,115,208
../Imagens/UnetDataset/perfume\results_pos\88_predict_resized.png,60,34,115,203
../Imagens/UnetDataset/perfume\results_pos\89_predict_resized.png,69,64,112,197
../Imagens/UnetDataset/perfume\results_pos\8_predict_resized.png,46,61,133,215
../Imagens/UnetDataset/perfume\results_pos\90_predict_resized.png,60,65,109,175
../Imagens/UnetDataset/perfume\results_pos\91_predict_resized.png,71,72,120,182
../Imagens/UnetDataset/perfume\results_pos\92_predict_resized.png,53,75,112,181
../Imagens/UnetDataset/perfume\results_pos\93_predict_resized.png,44,62,149,211
../Imagens/UnetDataset/perfume\results_pos\94_predict_resized.png,53,94,124,201
../Imagens/UnetDataset/perfume\results_pos\95_predict_resized.png,38,81,149,208
../Imagens/UnetDataset/perfume\results_pos\96_predict_resized.png,21,52,147,213
../Imagens/UnetDataset/perfume\results_pos\97_predict_resized.png,18,39,138,201
../Imagens/UnetDataset/perfume\results_pos\98_predict_resized.png,30,37,147,217
../Imagens/UnetDataset/perfume\results_pos\99_predict_resized.png,64,89,100,169
../Imagens/UnetDataset/perfume\results_pos\9_predict_resized.png,63,61,90,172
