file,x,y,w,h
../Imagens/UnetDataset/shampoo\results_pos\406_predict_resized.png,82,17,90,285
../Imagens/UnetDataset/shampoo\results_pos\407_predict_resized.png,74,16,93,291
../Imagens/UnetDataset/shampoo\results_pos\408_predict_resized.png,67,21,83,273
../Imagens/UnetDataset/shampoo\results_pos\409_predict_resized.png,64,25,93,272
../Imagens/UnetDataset/shampoo\results_pos\40_predict_resized.png,77,58,62,262
../Imagens/UnetDataset/shampoo\results_pos\410_predict_resized.png,62,0,90,277
../Imagens/UnetDataset/shampoo\results_pos\411_predict_resized.png,63,18,98,302
../Imagens/UnetDataset/shampoo\results_pos\412_predict_resized.png,68,30,92,290
../Imagens/UnetDataset/shampoo\results_pos\413_predict_resized.png,60,36,90,264
../Imagens/UnetDataset/shampoo\results_pos\414_predict_resized.png,86,34,80,250
../Imagens/UnetDataset/shampoo\results_pos\415_predict_resized.png,73,12,91,289
../Imagens/UnetDataset/shampoo\results_pos\416_predict_resized.png,79,41,78,246
../Imagens/UnetDataset/shampoo\results_pos\417_predict_resized.png,60,27,89,280
../Imagens/UnetDataset/shampoo\results_pos\418_predict_resized.png,70,71,82,249
../Imagens/UnetDataset/shampoo\results_pos\419_predict_resized.png,66,42,88,278
../Imagens/UnetDataset/shampoo\results_pos\41_predict_resized.png,86,37,57,249
../Imagens/UnetDataset/shampoo\results_pos\420_predict_resized.png,77,36,87,238
../Imagens/UnetDataset/shampoo\results_pos\421_predict_resized.png,61,18,93,236
../Imagens/UnetDataset/shampoo\results_pos\422_predict_resized.png,84,41,89,235
../Imagens/UnetDataset/shampoo\results_pos\423_predict_resized.png,63,22,91,275
../Imagens/UnetDataset/shampoo\results_pos\424_predict_resized.png,65,26,91,277
../Imagens/UnetDataset/shampoo\results_pos\425_predict_resized.png,74,33,90,271
../Imagens/UnetDataset/shampoo\results_pos\426_predict_resized.png,64,14,100,283
../Imagens/UnetDataset/shampoo\results_pos\427_predict_resized.png,63,36,93,272
../Imagens/UnetDataset/shampoo\results_pos\428_predict_resized.png,70,39,103,267
../Imagens/UnetDataset/shampoo\results_pos\429_predict_resized.png,63,22,92,286
../Imagens/UnetDataset/shampoo\results_pos\42_predict_resized.png,65,15,67,280
../Imagens/UnetDataset/shampoo\results_pos\430_predict_resized.png,73,22,86,273
../Imagens/UnetDataset/shampoo\results_pos\431_predict_resized.png,69,24,94,296
../Imagens/UnetDataset/shampoo\results_pos\432_predict_resized.png,61,14,109,245
../Imagens/UnetDataset/shampoo\results_pos\433_predict_resized.png,69,0,111,260
../Imagens/UnetDataset/shampoo\results_pos\434_predict_resized.png,63,36,106,240
../Imagens/UnetDataset/shampoo\results_pos\435_predict_resized.png,62,23,123,277
../Imagens/UnetDataset/shampoo\results_pos\436_predict_resized.png,58,50,121,258
../Imagens/UnetDataset/shampoo\results_pos\437_predict_resized.png,62,37,109,244
../Imagens/UnetDataset/shampoo\results_pos\438_predict_resized.png,54,20,114,258
../Imagens/UnetDataset/shampoo\results_pos\439_predict_resized.png,63,51,89,196
../Imagens/UnetDataset/shampoo\results_pos\43_predict_resized.png,93,38,52,217
../Imagens/UnetDataset/shampoo\results_pos\440_predict_resized.png,57,25,110,250
../Imagens/UnetDataset/shampoo\results_pos\441_predict_resized.png,71,30,110,262
../Imagens/UnetDataset/shampoo\results_pos\442_predict_resized.png,76,37,98,244
../Imagens/UnetDataset/shampoo\results_pos\443_predict_resized.png,63,14,106,273
../Imagens/UnetDataset/shampoo\results_pos\444_predict_resized.png,44,19,142,265
../Imagens/UnetDataset/shampoo\results_pos\445_predict_resized.png,58,67,135,242
../Imagens/UnetDataset/shampoo\results_pos\446_predict_resized.png,43,55,149,244
../Imagens/UnetDataset/shampoo\results_pos\447_predict_resized.png,68,15,93,232
../Imagens/UnetDataset/shampoo\results_pos\448_predict_resized.png,72,44,89,228
../Imagens/UnetDataset/shampoo\results_pos\449_predict_resized.png,66,26,92,230
../Imagens/UnetDataset/shampoo\results_pos\44_predict_resized.png,94,36,56,252
../Imagens/UnetDataset/shampoo\results_pos\450_predict_resized.png,52,54,103,222
../Imagens/UnetDataset/shampoo\results_pos\451_predict_resized.png,65,68,104,216
../Imagens/UnetDataset/shampoo\results_pos\452_predict_resized.png,54,54,109,227
../Imagens/UnetDataset/shampoo\results_pos\453_predict_resized.png,66,0,126,293
../Imagens/UnetDataset/shampoo\results_pos\454_predict_resized.png,65,32,115,266
../Imagens/UnetDataset/shampoo\results_pos\455_predict_resized.png,60,33,115,264
../Imagens/UnetDataset/shampoo\results_pos\456_predict_resized.png,58,45,129,256
../Imagens/UnetDataset/shampoo\results_pos\457_predict_resized.png,59,38,127,229
../Imagens/UnetDataset/shampoo\results_pos\458_predict_resized.png,57,58,119,250
../Imagens/UnetDataset/shampoo\results_pos\459_predict_resized.png,62,34,109,245
../Imagens/UnetDataset/shampoo\results_pos\45_predict_resized.png,55,37,65,245
../Imagens/UnetDataset/shampoo\results_pos\460_predict_resized.png,64,43,106,239
../Imagens/UnetDataset/shampoo\results_pos\461_predict_resized.png,57,37,112,253
../Imagens/UnetDataset/shampoo\results_pos\462_predict_resized.png,58,66,104,236
../Imagens/UnetDataset/shampoo\results_pos\463_predict_resized.png,65,83,95,216
../Imagens/UnetDataset/shampoo\results_pos\464_predict_resized.png,64,54,110,245
../Imagens/UnetDataset/shampoo\results_pos\465_predict_resized.png,71,28,102,228
../Imagens/UnetDataset/shampoo\results_pos\466_predict_resized.png,77,80,88,198
../Imagens/UnetDataset/shampoo\results_pos\467_predict_resized.png,77,49,102,228
../Imagens/UnetDataset/shampoo\results_pos\468_predict_resized.png,87,14,68,283
../Imagens/UnetDataset/shampoo\results_pos\469_predict_resized.png,80,29,65,276
../Imagens/UnetDataset/shampoo\results_pos\46_predict_resized.png,83,44,69,267
../Imagens/UnetDataset/shampoo\results_pos\470_predict_resized.png,80,14,67,295
../Imagens/UnetDataset/shampoo\results_pos\471_predict_resized.png,90,44,59,258
../Imagens/UnetDataset/shampoo\results_pos\472_predict_resized.png,77,58,62,262
../Imagens/UnetDataset/shampoo\results_pos\473_predict_resized.png,86,37,57,249
../Imagens/UnetDataset/shampoo\results_pos\474_predict_resized.png,65,11,67,284
../Imagens/UnetDataset/shampoo\results_pos\475_predict_resized.png,93,38,52,217
../Imagens/UnetDataset/shampoo\results_pos\476_predict_resized.png,94,36,56,252
../Imagens/UnetDataset/shampoo\results_pos\477_predict_resized.png,55,37,65,244
../Imagens/UnetDataset/shampoo\results_pos\478_predict_resized.png,83,44,69,267
../Imagens/UnetDataset/shampoo\results_pos\479_predict_resized.png,72,28,70,261
../Imagens/UnetDataset/shampoo\results_pos\47_predict_resized.png,71,28,71,261
../Imagens/UnetDataset/shampoo\results_pos\480_predict_resized.png,86,35,62,246
../Imagens/UnetDataset/shampoo\results_pos\481_predict_resized.png,95,83,47,219
../Imagens/UnetDataset/shampoo\results_pos\482_predict_resized.png,87,55,61,229
../Imagens/UnetDataset/shampoo\results_pos\483_predict_resized.png,89,49,55,237
../Imagens/UnetDataset/shampoo\results_pos\484_predict_resized.png,83,62,58,205
../Imagens/UnetDataset/shampoo\results_pos\485_predict_resized.png,89,65,51,223
../Imagens/UnetDataset/shampoo\results_pos\486_predict_resized.png,95,31,65,274
../Imagens/UnetDataset/shampoo\results_pos\487_predict_resized.png,91,37,64,262
../Imagens/UnetDataset/shampoo\results_pos\488_predict_resized.png,98,27,64,264
../Imagens/UnetDataset/shampoo\results_pos\489_predict_resized.png,82,35,82,248
../Imagens/UnetDataset/shampoo\results_pos\48_predict_resized.png,87,78,58,203
../Imagens/UnetDataset/shampoo\results_pos\490_predict_resized.png,76,71,74,231
../Imagens/UnetDataset/shampoo\results_pos\491_predict_resized.png,83,44,78,241
../Imagens/UnetDataset/shampoo\results_pos\492_predict_resized.png,81,33,70,263
../Imagens/UnetDataset/shampoo\results_pos\493_predict_resized.png,73,31,64,234
../Imagens/UnetDataset/shampoo\results_pos\494_predict_resized.png,86,30,70,255
../Imagens/UnetDataset/shampoo\results_pos\495_predict_resized.png,84,23,61,272
../Imagens/UnetDataset/shampoo\results_pos\496_predict_resized.png,75,23,64,272
../Imagens/UnetDataset/shampoo\results_pos\497_predict_resized.png,76,11,67,292
../Imagens/UnetDataset/shampoo\results_pos\498_predict_resized.png,71,30,62,277
../Imagens/UnetDataset/shampoo\results_pos\499_predict_resized.png,68,48,65,247
../Imagens/UnetDataset/shampoo\results_pos\49_predict_resized.png,94,128,48,174
../Imagens/UnetDataset/shampoo\results_pos\4_predict_resized.png,58,50,120,258
../Imagens/UnetDataset/shampoo\results_pos\500_predict_resized.png,76,52,64,252
../Imagens/UnetDataset/shampoo\results_pos\501_predict_resized.png,90,42,57,263
../Imagens/UnetDataset/shampoo\results_pos\502_predict_resized.png,94,77,45,202
../Imagens/UnetDataset/shampoo\results_pos\503_predict_resized.png,101,43,47,214
../Imagens/UnetDataset/shampoo\results_pos\504_predict_resized.png,69,37,88,263
../Imagens/UnetDataset/shampoo\results_pos\505_predict_resized.png,74,26,98,279
../Imagens/UnetDataset/shampoo\results_pos\506_predict_resized.png,71,17,96,303
../Imagens/UnetDataset/shampoo\results_pos\507_predict_resized.png,62,28,88,268
../Imagens/UnetDataset/shampoo\results_pos\508_predict_resized.png,58,29,81,260
../Imagens/UnetDataset/shampoo\results_pos\509_predict_resized.png,65,23,85,278
../Imagens/UnetDataset/shampoo\results_pos\50_predict_resized.png,88,94,76,190
../Imagens/UnetDataset/shampoo\results_pos\510_predict_resized.png,78,24,84,257
../Imagens/UnetDataset/shampoo\results_pos\511_predict_resized.png,72,34,73,227
../Imagens/UnetDataset/shampoo\results_pos\512_predict_resized.png,77,33,75,231
../Imagens/UnetDataset/shampoo\results_pos\513_predict_resized.png,64,14,94,306
../Imagens/UnetDataset/shampoo\results_pos\514_predict_resized.png,83,17,89,285
../Imagens/UnetDataset/shampoo\results_pos\515_predict_resized.png,74,16,94,292
../Imagens/UnetDataset/shampoo\results_pos\516_predict_resized.png,66,21,85,273
../Imagens/UnetDataset/shampoo\results_pos\517_predict_resized.png,64,25,93,272
../Imagens/UnetDataset/shampoo\results_pos\518_predict_resized.png,62,0,89,277
../Imagens/UnetDataset/shampoo\results_pos\519_predict_resized.png,63,18,98,302
../Imagens/UnetDataset/shampoo\results_pos\51_predict_resized.png,57,49,87,237
../Imagens/UnetDataset/shampoo\results_pos\520_predict_resized.png,68,31,97,289
../Imagens/UnetDataset/shampoo\results_pos\521_predict_resized.png,61,36,90,266
../Imagens/UnetDataset/shampoo\results_pos\522_predict_resized.png,86,34,80,250
../Imagens/UnetDataset/shampoo\results_pos\523_predict_resized.png,73,12,91,289
../Imagens/UnetDataset/shampoo\results_pos\524_predict_resized.png,79,41,79,246
../Imagens/UnetDataset/shampoo\results_pos\525_predict_resized.png,60,27,89,280
../Imagens/UnetDataset/shampoo\results_pos\526_predict_resized.png,71,71,82,249
../Imagens/UnetDataset/shampoo\results_pos\527_predict_resized.png,66,43,88,277
../Imagens/UnetDataset/shampoo\results_pos\528_predict_resized.png,78,36,86,238
../Imagens/UnetDataset/shampoo\results_pos\529_predict_resized.png,61,18,90,236
../Imagens/UnetDataset/shampoo\results_pos\52_predict_resized.png,69,62,72,205
../Imagens/UnetDataset/shampoo\results_pos\530_predict_resized.png,84,40,88,236
../Imagens/UnetDataset/shampoo\results_pos\531_predict_resized.png,63,22,91,275
../Imagens/UnetDataset/shampoo\results_pos\532_predict_resized.png,65,26,91,277
../Imagens/UnetDataset/shampoo\results_pos\533_predict_resized.png,75,34,89,270
../Imagens/UnetDataset/shampoo\results_pos\534_predict_resized.png,64,14,100,283
../Imagens/UnetDataset/shampoo\results_pos\535_predict_resized.png,63,36,94,272
../Imagens/UnetDataset/shampoo\results_pos\536_predict_resized.png,70,39,103,267
../Imagens/UnetDataset/shampoo\results_pos\537_predict_resized.png,63,22,92,287
../Imagens/UnetDataset/shampoo\results_pos\538_predict_resized.png,73,22,87,273
../Imagens/UnetDataset/shampoo\results_pos\539_predict_resized.png,69,24,94,296
../Imagens/UnetDataset/shampoo\results_pos\53_predict_resized.png,60,65,80,223
../Imagens/UnetDataset/shampoo\results_pos\54_predict_resized.png,95,31,65,274
../Imagens/UnetDataset/shampoo\results_pos\55_predict_resized.png,91,37,64,262
../Imagens/UnetDataset/shampoo\results_pos\56_predict_resized.png,97,27,66,264
../Imagens/UnetDataset/shampoo\results_pos\57_predict_resized.png,82,35,82,248
../Imagens/UnetDataset/shampoo\results_pos\58_predict_resized.png,76,71,74,231
../Imagens/UnetDataset/shampoo\results_pos\59_predict_resized.png,83,44,78,241
../Imagens/UnetDataset/shampoo\results_pos\5_predict_resized.png,62,37,109,244
../Imagens/UnetDataset/shampoo\results_pos\60_predict_resized.png,81,33,70,263
../Imagens/UnetDataset/shampoo\results_pos\61_predict_resized.png,73,30,64,235
../Imagens/UnetDataset/shampoo\results_pos\62_predict_resized.png,86,30,70,255
../Imagens/UnetDataset/shampoo\results_pos\63_predict_resized.png,82,23,63,273
../Imagens/UnetDataset/shampoo\results_pos\64_predict_resized.png,75,23,64,272
../Imagens/UnetDataset/shampoo\results_pos\65_predict_resized.png,76,11,67,293
../Imagens/UnetDataset/shampoo\results_pos\66_predict_resized.png,71,30,62,277
../Imagens/UnetDataset/shampoo\results_pos\67_predict_resized.png,69,47,64,248
../Imagens/UnetDataset/shampoo\results_pos\68_predict_resized.png,77,52,64,249
../Imagens/UnetDataset/shampoo\results_pos\69_predict_resized.png,91,42,56,263
../Imagens/UnetDataset/shampoo\results_pos\6_predict_resized.png,54,20,114,258
../Imagens/UnetDataset/shampoo\results_pos\70_predict_resized.png,94,76,45,203
../Imagens/UnetDataset/shampoo\results_pos\71_predict_resized.png,100,43,48,214
../Imagens/UnetDataset/shampoo\results_pos\72_predict_resized.png,69,37,88,264
../Imagens/UnetDataset/shampoo\results_pos\73_predict_resized.png,73,26,99,280
../Imagens/UnetDataset/shampoo\results_pos\74_predict_resized.png,71,17,95,303
../Imagens/UnetDataset/shampoo\results_pos\75_predict_resized.png,62,28,88,268
../Imagens/UnetDataset/shampoo\results_pos\76_predict_resized.png,58,29,81,261
../Imagens/UnetDataset/shampoo\results_pos\77_predict_resized.png,65,23,85,278
../Imagens/UnetDataset/shampoo\results_pos\78_predict_resized.png,77,24,85,257
../Imagens/UnetDataset/shampoo\results_pos\79_predict_resized.png,72,34,74,227
../Imagens/UnetDataset/shampoo\results_pos\7_predict_resized.png,63,51,89,196
../Imagens/UnetDataset/shampoo\results_pos\80_predict_resized.png,76,33,76,231
../Imagens/UnetDataset/shampoo\results_pos\81_predict_resized.png,64,14,94,306
../Imagens/UnetDataset/shampoo\results_pos\82_predict_resized.png,82,16,90,286
../Imagens/UnetDataset/shampoo\results_pos\83_predict_resized.png,74,13,94,295
../Imagens/UnetDataset/shampoo\results_pos\84_predict_resized.png,67,21,83,275
../Imagens/UnetDataset/shampoo\results_pos\85_predict_resized.png,65,25,92,273
../Imagens/UnetDataset/shampoo\results_pos\86_predict_resized.png,63,0,86,279
../Imagens/UnetDataset/shampoo\results_pos\87_predict_resized.png,62,17,99,303
../Imagens/UnetDataset/shampoo\results_pos\88_predict_resized.png,68,30,97,290
../Imagens/UnetDataset/shampoo\results_pos\89_predict_resized.png,61,36,90,267
../Imagens/UnetDataset/shampoo\results_pos\8_predict_resized.png,56,25,111,250
../Imagens/UnetDataset/shampoo\results_pos\90_predict_resized.png,86,37,81,248
../Imagens/UnetDataset/shampoo\results_pos\91_predict_resized.png,73,13,92,289
../Imagens/UnetDataset/shampoo\results_pos\92_predict_resized.png,79,45,79,243
../Imagens/UnetDataset/shampoo\results_pos\93_predict_resized.png,60,27,89,280
../Imagens/UnetDataset/shampoo\results_pos\94_predict_resized.png,71,71,81,249
../Imagens/UnetDataset/shampoo\results_pos\95_predict_resized.png,68,43,86,277
../Imagens/UnetDataset/shampoo\results_pos\96_predict_resized.png,78,38,85,236
../Imagens/UnetDataset/shampoo\results_pos\97_predict_resized.png,62,20,93,233
../Imagens/UnetDataset/shampoo\results_pos\98_predict_resized.png,85,45,90,231
../Imagens/UnetDataset/shampoo\results_pos\99_predict_resized.png,63,22,91,275
../Imagens/UnetDataset/shampoo\results_pos\9_predict_resized.png,70,30,111,247
