file,x,y,w,h,classe,HuMoment1,HuMoment2,HuMoment3,HuMoment4,HuMoment5,HuMoment6,HuMoment7,PCA
../Imagens/UnetDataset/caneta\results_pos\443_predict_resized.png,121,69,52,201,caneta,-2.27557219331578,-4.55114438663156,-5.21550014336504,-5.21550014336504,-10.43100028673008,-7.49107233668082,0.0,-13519.34026127878
../Imagens/UnetDataset/caneta\results_pos\444_predict_resized.png,121,58,27,236,caneta,-2.283246378143872,-4.566492756287744,-5.093182592780699,-5.093182592780699,-10.186365185561398,-7.376428970924571,0.0,-9638.661845400744
../Imagens/UnetDataset/caneta\results_pos\445_predict_resized.png,126,65,27,183,caneta,-2.2503188179058826,-4.500637635811765,-5.309397446342385,-5.309397446342385,-10.61879489268477,-7.559716264248268,0.0,-13661.558964160302
../Imagens/UnetDataset/caneta\results_pos\446_predict_resized.png,94,70,26,223,caneta,-2.2888874472015366,-4.577774894403073,-5.443091442957125,-5.443091442957125,-10.88618288591425,-7.731978890158662,0.0,-13409.144902623091
../Imagens/UnetDataset/caneta\results_pos\447_predict_resized.png,108,37,29,239,caneta,-2.2706463764778277,-4.5412927529556555,-5.148460458962631,-5.148460458962631,-10.296920917925261,-7.419106835440458,0.0,-11630.156478700686
../Imagens/UnetDataset/caneta\results_pos\448_predict_resized.png,142,62,25,181,caneta,-2.1973748967534616,-4.394749793506923,-4.964328174299991,-4.964328174299991,-9.928656348599983,-7.161703071053453,0.0,-14744.206035001449
../Imagens/UnetDataset/caneta\results_pos\449_predict_resized.png,130,45,29,204,caneta,-2.2103245995853142,-4.4206491991706285,-5.052052428137598,-5.052052428137598,-10.104104856275196,-7.262377027722913,0.0,-12381.5691583625
../Imagens/UnetDataset/caneta\results_pos\44_predict_resized.png,115,281,1,2,caneta,-2.341958597858958,-4.683917195717916,-2.664827774797258,-2.664827774797258,-5.329655549594516,-5.006786372656216,0.0,-11564.714995539216
../Imagens/UnetDataset/caneta\results_pos\450_predict_resized.png,101,57,25,190,caneta,-2.2623454666218388,-4.5246909332436775,-5.132422106204565,-5.132422106204565,-10.26484421240913,-7.394767572826404,0.0,-15485.825348735641
../Imagens/UnetDataset/caneta\results_pos\451_predict_resized.png,105,79,31,195,caneta,-2.266003722779907,-4.532007445559814,-5.102473120404098,-5.102473120404098,-10.204946240808196,-7.368476843184005,0.0,-14604.18507234285
../Imagens/UnetDataset/caneta\results_pos\452_predict_resized.png,92,66,24,189,caneta,-2.2669393362936545,-4.533878672587309,-5.012577884364,-5.012577884364,-10.025155768728,-7.279517220657654,0.0,-14810.364714101766
../Imagens/UnetDataset/caneta\results_pos\453_predict_resized.png,89,68,27,186,caneta,-2.164989777895393,-4.329979555790786,-4.700047125095474,-4.700047125095474,-9.400094250190948,-6.865036902990867,0.0,-13212.276136355655
../Imagens/UnetDataset/caneta\results_pos\454_predict_resized.png,105,84,28,174,caneta,-2.1858467575084513,-4.371693515016903,-4.48895175661029,-4.48895175661029,-8.97790351322058,-6.674798514118741,0.0,-15420.01312101833
../Imagens/UnetDataset/caneta\results_pos\455_predict_resized.png,108,73,26,181,caneta,-2.172059572435694,-4.344119144871388,-4.863813707241943,-4.863813707241943,-9.727627414483885,-7.035873279677636,0.0,-14476.695845199156
../Imagens/UnetDataset/caneta\results_pos\456_predict_resized.png,121,77,29,164,caneta,-2.1474130334912176,-4.294826066982435,-3.0260823526689364,-3.0260823526689364,-6.052164705337873,-5.173495386160154,0.0,-13457.32049036118
../Imagens/UnetDataset/caneta\results_pos\457_predict_resized.png,65,37,32,197,caneta,-2.2018496505984206,-4.403699301196841,-4.567259741987128,-4.567259741987128,-9.134519483974255,-6.769109392585548,0.0,-13555.250856550425
../Imagens/UnetDataset/caneta\results_pos\458_predict_resized.png,109,73,30,199,caneta,-2.2296738490384547,-4.459347698076909,-5.016661621453893,-5.016661621453893,-10.033323242907786,-7.2463354704923475,0.0,-13497.647203372457
../Imagens/UnetDataset/caneta\results_pos\459_predict_resized.png,95,47,27,231,caneta,-2.2840168211418224,-4.568033642283645,-5.416751362575588,-5.416751362575588,-10.833502725151176,-7.70076818371741,0.0,-12742.594913126828
../Imagens/UnetDataset/caneta\results_pos\45_predict_resized.png,114,91,20,220,caneta,-2.374046969843746,-4.748093939687492,-4.903588950868331,-4.903588950868331,-9.807177901736662,-7.277635920712076,0.0,-14406.229098521473
../Imagens/UnetDataset/caneta\results_pos\460_predict_resized.png,68,91,24,194,caneta,-2.238914698462839,-4.477829396925678,-4.880937276785704,-4.880937276785704,-9.761874553571408,-7.119851975248543,0.0,-13825.057674627204
../Imagens/UnetDataset/caneta\results_pos\461_predict_resized.png,95,54,28,220,caneta,-2.2608037073088165,-4.521607414617633,-4.544653306232046,-4.544653306232046,-9.089306612464092,-6.805457013540863,0.0,-12791.572299406162
../Imagens/UnetDataset/caneta\results_pos\462_predict_resized.png,103,49,33,218,caneta,-2.225841089327356,-4.451682178654712,-5.067651204919123,-5.067651204919123,-10.135302409838246,-7.293492294246479,0.0,-12743.473220409865
../Imagens/UnetDataset/caneta\results_pos\463_predict_resized.png,96,55,36,220,caneta,-2.2481614823061946,-4.496322964612389,-4.963920768565294,-4.963920768565294,-9.927841537130588,-7.212082250871489,0.0,-12725.146093204654
../Imagens/UnetDataset/caneta\results_pos\464_predict_resized.png,109,71,28,193,caneta,-2.2220379761413604,-4.444075952282721,-5.176532296325272,-5.176532296325272,-10.353064592650542,-7.398570272466632,0.0,-13971.04702990334
../Imagens/UnetDataset/caneta\results_pos\465_predict_resized.png,109,77,26,192,caneta,-2.2654253272583236,-4.530850654516647,-4.859025164838264,-4.859025164838264,-9.718050329676528,-7.124450492096587,0.0,-14954.70403418517
../Imagens/UnetDataset/caneta\results_pos\466_predict_resized.png,118,59,29,179,caneta,-2.235361615903638,-4.470723231807276,-5.2156278696046225,-5.2156278696046225,-10.431255739209245,-7.450989485508261,0.0,-14321.201021916706
../Imagens/UnetDataset/caneta\results_pos\467_predict_resized.png,98,49,24,181,caneta,-2.282868360894061,-4.565736721788122,-4.849713804912138,-4.849713804912138,-9.699427609824276,-7.132582165806199,0.0,-16558.763873710348
../Imagens/UnetDataset/caneta\results_pos\468_predict_resized.png,128,131,1,5,caneta,-2.331704592423546,-4.663409184847092,-3.5598137791252307,-3.5598137791252307,-7.119627558250461,-5.891518371548777,0.0,-11785.328233062373
../Imagens/UnetDataset/caneta\results_pos\469_predict_resized.png,108,49,27,247,caneta,-2.338180049062613,-4.676360098125226,-5.447548199861503,-5.447548199861503,-10.895096399723005,-7.785728248924117,0.0,-11730.841408782497
../Imagens/UnetDataset/caneta\results_pos\46_predict_resized.png,109,66,20,215,caneta,-2.3591822364466135,-4.718364472893227,-4.980749565255321,-4.980749565255321,-9.961499130510642,-7.339931801701934,0.0,-14398.183991935306
../Imagens/UnetDataset/caneta\results_pos\470_predict_resized.png,100,29,30,252,caneta,-2.3310560883875655,-4.662112176775131,-5.234718468694404,-5.234718468694404,-10.469436937388808,-7.565774557081969,0.0,-12206.570808453067
../Imagens/UnetDataset/caneta\results_pos\471_predict_resized.png,107,43,36,233,caneta,-2.342587442429611,-4.685174884859222,-5.487978256818641,-5.487978256818641,-10.975956513637282,-7.830565699248252,0.0,-13002.79090896189
../Imagens/UnetDataset/caneta\results_pos\472_predict_resized.png,85,83,1,1,caneta,-2.323915880058969,-4.647831760117938,-5.340793223844459,-5.340793223844459,-10.681586447688918,-7.664709103903428,0.0,-9051.302521257405
../Imagens/UnetDataset/caneta\results_pos\473_predict_resized.png,84,70,38,222,caneta,-2.3046059818241504,-4.609211963648301,-5.463088769801487,-5.463088769801487,-10.926177539602975,-7.767694751625638,0.0,-12898.614752058673
../Imagens/UnetDataset/caneta\results_pos\474_predict_resized.png,103,14,27,244,caneta,-2.369123394386004,-4.738246788772008,-4.874528461478089,-4.874528461478089,-9.749056922956179,-7.243651855864093,0.0,-14060.931360245035
../Imagens/UnetDataset/caneta\results_pos\475_predict_resized.png,89,115,4,17,caneta,-2.3359481893410554,-4.671896378682111,-4.494423125857054,-4.494423125857054,-8.988846251714108,-6.830371315198109,-0.0,-11999.611688003122
../Imagens/UnetDataset/caneta\results_pos\476_predict_resized.png,109,47,28,240,caneta,-2.320143500201795,-4.64028700040359,-2.437950786469561,-2.437950786469561,-4.875901572939121,-4.758094286671356,0.0,-11950.769517328954
../Imagens/UnetDataset/caneta\results_pos\477_predict_resized.png,114,91,20,221,caneta,-2.3798823905756237,-4.759764781151247,-4.924307932923712,-4.924307932923712,-9.848615865847425,-7.304190323499336,0.0,-14500.623134749358
../Imagens/UnetDataset/caneta\results_pos\478_predict_resized.png,109,66,20,216,caneta,-2.372188764635455,-4.74437752927091,-4.7490559133094905,-4.7490559133094905,-9.498111826618981,-7.121244677944945,0.0,-14587.166841852733
../Imagens/UnetDataset/caneta\results_pos\479_predict_resized.png,117,86,15,171,caneta,-2.349277410959061,-4.698554821918122,-4.30337479174131,-4.30337479174131,-8.60674958348262,-6.652652202700371,0.0,-16492.77584412348
../Imagens/UnetDataset/caneta\results_pos\47_predict_resized.png,116,87,16,169,caneta,-2.3377629552208155,-4.675525910441631,-4.621982327492102,-4.621982327492102,-9.243964654984204,-6.959745282712918,0.0,-16381.191521586237
../Imagens/UnetDataset/caneta\results_pos\480_predict_resized.png,111,64,24,196,caneta,-2.351040972658712,-4.702081945317424,-5.536522411453001,-5.536522411453001,-11.073044822906002,-7.887563384111714,0.0,-14515.581696883197
../Imagens/UnetDataset/caneta\results_pos\481_predict_resized.png,118,52,20,174,caneta,-2.3233372524874163,-4.646674504974833,-5.661939914269553,-5.661939914269553,-11.323879828539106,-7.985277166756969,0.0,-15861.063010945782
../Imagens/UnetDataset/caneta\results_pos\482_predict_resized.png,102,77,27,201,caneta,-2.3252962794005883,-4.6505925588011765,-5.381577117672779,-5.381577117672779,-10.763154235345558,-7.706873397073368,0.0,-15025.983741083506
../Imagens/UnetDataset/caneta\results_pos\483_predict_resized.png,105,93,38,179,caneta,-2.2937737693205564,-4.587547538641113,-4.792984657925999,-4.792984657925999,-9.585969315851997,-7.086758427246555,0.0,-15109.290648662736
../Imagens/UnetDataset/caneta\results_pos\484_predict_resized.png,89,85,43,218,caneta,-2.3647415474900337,-4.7294830949800675,-5.096759212710613,-5.096759212710613,-10.193518425421226,-7.4615007602006465,0.0,-14777.785090015881
../Imagens/UnetDataset/caneta\results_pos\485_predict_resized.png,87,87,39,190,caneta,-2.3189870572442013,-4.637974114488403,-4.778076061497312,-4.778076061497312,-9.556152122994623,-7.097063118741513,0.0,-15757.228334300185
../Imagens/UnetDataset/caneta\results_pos\486_predict_resized.png,96,56,37,239,caneta,-2.353632790929859,-4.707265581859718,-4.436542793714878,-4.436542793714878,-8.873085587429756,-6.790175584644737,0.0,-12859.75975346304
../Imagens/UnetDataset/caneta\results_pos\487_predict_resized.png,105,94,27,193,caneta,-2.322523127321605,-4.64504625464321,-4.807942777923379,-4.807942777923379,-9.615885555846758,-7.130465905244985,0.0,-15464.006451577929
../Imagens/UnetDataset/caneta\results_pos\488_predict_resized.png,86,39,27,234,caneta,-2.3323374809474644,-4.664674961894929,-5.064554553218167,-5.064554553218167,-10.129109106436333,-7.396892034165631,0.0,-11465.568077055907
../Imagens/UnetDataset/caneta\results_pos\489_predict_resized.png,92,52,28,230,caneta,-2.3571150729510206,-4.714230145902041,-5.8337586535391015,-5.8337586535391015,-11.667517307078203,-8.190873726490121,0.0,-13533.030033029285
../Imagens/UnetDataset/caneta\results_pos\48_predict_resized.png,111,63,24,197,caneta,-2.3782254260335995,-4.756450852067199,-5.537569680329699,-5.537569680329699,-11.075139360659398,-7.915795106363298,0.0,-14800.307530260723
../Imagens/UnetDataset/caneta\results_pos\490_predict_resized.png,101,98,22,187,caneta,-2.3512482496196085,-4.702496499239217,-5.106409380477295,-5.106409380477295,-10.21281876095459,-7.457657630096904,0.0,-15809.163438905762
../Imagens/UnetDataset/caneta\results_pos\491_predict_resized.png,98,74,26,191,caneta,-2.3490255047337145,-4.698051009467429,-5.378102676883967,-5.378102676883967,-10.756205353767934,-7.727128181617681,0.0,-15188.712338098752
../Imagens/UnetDataset/caneta\results_pos\492_predict_resized.png,92,63,30,200,caneta,-2.260472406705115,-4.52094481341023,-5.294221527485373,-5.294221527485373,-10.588443054970746,-7.554693934190488,0.0,-13679.745809934811
../Imagens/UnetDataset/caneta\results_pos\493_predict_resized.png,88,79,34,211,caneta,-2.281229189566318,-4.562458379132636,-5.310594246487018,-5.310594246487018,-10.621188492974037,-7.591823436053336,0.0,-13523.762856576399
../Imagens/UnetDataset/caneta\results_pos\494_predict_resized.png,110,62,29,201,caneta,-2.2940761528204265,-4.588152305640853,-5.460859568635746,-5.460859568635746,-10.921719137271491,-7.754935721456173,0.0,-13658.299711174137
../Imagens/UnetDataset/caneta\results_pos\495_predict_resized.png,84,43,25,197,caneta,-2.3219043203284717,-4.643808640656943,-5.612134825763929,-5.612134825763929,-11.224269651527859,-7.934039146092402,0.0,-14184.655421450288
../Imagens/UnetDataset/caneta\results_pos\496_predict_resized.png,100,75,26,198,caneta,-2.327987129351121,-4.655974258702242,-5.525150443036206,-5.525150443036206,-11.050300886072412,-7.853137572387327,0.0,-15340.166746309063
../Imagens/UnetDataset/caneta\results_pos\497_predict_resized.png,103,63,27,204,caneta,-2.342960115531233,-4.685920231062466,-5.621564048693587,-5.621564048693587,-11.243128097387174,-7.964524164224821,0.0,-15302.963090537403
../Imagens/UnetDataset/caneta\results_pos\498_predict_resized.png,129,182,3,17,caneta,-2.283194278915918,-4.566388557831836,-5.280665947402624,-5.280665947402624,-10.561331894805248,-7.563860226318542,0.0,-16125.801194694932
../Imagens/UnetDataset/caneta\results_pos\499_predict_resized.png,126,190,5,19,caneta,-2.2776705333673104,-4.555341066734621,-4.42123109942568,-4.42123109942568,-8.84246219885136,-6.69890163279299,0.0,-16002.198314367559
../Imagens/UnetDataset/caneta\results_pos\49_predict_resized.png,118,51,19,175,caneta,-2.3272400280236756,-4.654480056047351,-5.462433168979166,-5.462433168979166,-10.924866337958331,-7.789673197002841,0.0,-15873.847679899029
../Imagens/UnetDataset/caneta\results_pos\4_predict_resized.png,88,21,33,254,caneta,-2.311508137478343,-4.623016274956686,-5.5208361592383195,-5.5208361592383195,-11.041672318476639,-7.832344296716663,0.0,-11778.143129487407
../Imagens/UnetDataset/caneta\results_pos\500_predict_resized.png,115,196,4,18,caneta,-2.2682629438167887,-4.5365258876335774,-5.077263876369263,-5.077263876369263,-10.154527752738526,-7.345526820186051,0.0,-17105.590569924265
../Imagens/UnetDataset/caneta\results_pos\501_predict_resized.png,103,75,25,189,caneta,-2.327970591836324,-4.655941183672648,-5.803119902742261,-5.803119902742261,-11.606239805484522,-8.131090494578585,0.0,-16304.73347074255
../Imagens/UnetDataset/caneta\results_pos\502_predict_resized.png,107,101,21,167,caneta,-2.3256057745108025,-4.651211549021605,-5.700528745740219,-5.700528745740219,-11.401057491480438,-8.026134520251022,0.0,-17319.01776667727
../Imagens/UnetDataset/caneta\results_pos\503_predict_resized.png,95,85,25,174,caneta,-2.3053839101832407,-4.6107678203664815,-5.875128928118089,-5.875128928118089,-11.750257856236178,-8.180512838301329,0.0,-16752.22974824849
../Imagens/UnetDataset/caneta\results_pos\504_predict_resized.png,106,20,26,274,caneta,-2.5027137322743274,-5.005427464548655,-6.138676192816687,-6.138676192816687,-12.277352385633375,-8.641389925091014,-0.0,-14072.058812041652
../Imagens/UnetDataset/caneta\results_pos\505_predict_resized.png,102,34,21,265,caneta,-2.5193517945480655,-5.038703589096131,-6.235246493456764,-6.235246493456764,-12.470492986913529,-8.75459828800483,-0.0,-15144.163822137867
../Imagens/UnetDataset/caneta\results_pos\506_predict_resized.png,99,43,23,240,caneta,-2.5043684214268613,-5.008736842853723,-5.941000388348741,-5.941000388348741,-11.882000776697481,-8.445368809775601,-0.0,-15859.910075499285
../Imagens/UnetDataset/caneta\results_pos\507_predict_resized.png,106,30,18,228,caneta,-2.484356736115067,-4.968713472230134,-5.759242246817398,-5.759242246817398,-11.518484493634796,-8.243598982932465,-0.0,-16083.069542886338
../Imagens/UnetDataset/caneta\results_pos\508_predict_resized.png,102,26,18,231,caneta,-2.4790600930195263,-4.958120186039053,-5.994292298005355,-5.994292298005355,-11.98858459601071,-8.473352391024882,-0.0,-16080.726402727596
../Imagens/UnetDataset/caneta\results_pos\509_predict_resized.png,100,43,18,215,caneta,-2.47601490774534,-4.95202981549068,-5.779697367206044,-5.779697367206044,-11.559394734412088,-8.255712274951383,-0.0,-16501.01174101446
../Imagens/UnetDataset/caneta\results_pos\50_predict_resized.png,103,76,25,200,caneta,-2.3462873179914547,-4.6925746359829095,-5.262948076356306,-5.262948076356306,-10.525896152712612,-7.609235394347761,0.0,-15349.954281046803
../Imagens/UnetDataset/caneta\results_pos\510_predict_resized.png,83,18,28,280,caneta,-2.487181614380299,-4.974363228760598,-5.142852612043718,-5.142852612043718,-10.285705224087437,-7.6300342264240175,-0.0,-12248.180025112031
../Imagens/UnetDataset/caneta\results_pos\511_predict_resized.png,102,12,23,286,caneta,-2.4939267843208164,-4.987853568641633,-5.449302549266045,-5.449302549266045,-10.89860509853209,-7.943229333586862,-0.0,-13724.966382702969
../Imagens/UnetDataset/caneta\results_pos\512_predict_resized.png,84,24,26,274,caneta,-2.489851745467568,-4.979703490935136,-5.264607525341925,-5.264607525341925,-10.52921505068385,-7.754459270809494,-0.0,-12507.227924525698
../Imagens/UnetDataset/caneta\results_pos\513_predict_resized.png,113,50,28,219,caneta,-2.4212295393083023,-4.842459078616605,-4.137493251076625,-4.137493251076625,-8.27498650215325,-6.558722790384928,-0.0,-14006.0961372053
../Imagens/UnetDataset/caneta\results_pos\514_predict_resized.png,118,56,30,250,caneta,-2.4719921703018812,-4.9439843406037625,-5.146482572169483,-5.146482572169483,-10.292965144338966,-7.618474742471364,-0.0,-12658.864725444007
../Imagens/UnetDataset/caneta\results_pos\515_predict_resized.png,109,41,41,217,caneta,-2.4046552277610638,-4.8093104555221275,-3.769726812033078,-3.769726812033078,-7.539453624066156,-6.174382039794142,0.0,-14501.721109208265
../Imagens/UnetDataset/caneta\results_pos\516_predict_resized.png,103,53,18,243,caneta,-2.485827672005084,-4.971655344010168,-5.8660630232993585,-5.8660630232993585,-11.732126046598717,-8.351890695304443,0.0,-15608.663365634495
../Imagens/UnetDataset/caneta\results_pos\517_predict_resized.png,77,17,23,240,caneta,-2.429208336527961,-4.858416673055922,-5.745775932149776,-5.745775932149776,-11.491551864299552,-8.174984268677736,0.0,-13823.956144251506
../Imagens/UnetDataset/caneta\results_pos\518_predict_resized.png,100,33,19,233,caneta,-2.4637593653076593,-4.9275187306153185,-5.936152625170685,-5.936152625170685,-11.87230525034137,-8.399911990478344,0.0,-15743.042947534192
../Imagens/UnetDataset/caneta\results_pos\519_predict_resized.png,113,49,37,226,caneta,-2.4414618881087846,-4.882923776217569,-5.758495752954382,-5.758495752954382,-11.516991505908765,-8.199957641063166,-0.0,-13563.335238652306
../Imagens/UnetDataset/caneta\results_pos\51_predict_resized.png,105,93,38,178,caneta,-2.292482177445775,-4.58496435489155,-5.102987107999167,-5.102987107999167,-10.205974215998333,-7.395469285444942,0.0,-15030.394330416806
../Imagens/UnetDataset/caneta\results_pos\520_predict_resized.png,120,64,36,211,caneta,-2.4028810691339784,-4.805762138267957,-5.631216933337045,-5.631216933337045,-11.26243386667409,-8.034098002471024,-0.0,-13889.641437569288
../Imagens/UnetDataset/caneta\results_pos\521_predict_resized.png,78,32,33,222,caneta,-2.387414390283759,-4.774828780567518,-5.307181736363624,-5.307181736363624,-10.614363472727248,-7.694596126647384,0.0,-14232.816483999182
../Imagens/UnetDataset/caneta\results_pos\522_predict_resized.png,107,26,39,252,caneta,-2.3622883850030685,-4.724576770006137,-3.2753055950586374,-3.2753055950586374,-6.550611190117275,-5.637593980061706,0.0,-12871.733059740829
../Imagens/UnetDataset/caneta\results_pos\523_predict_resized.png,114,58,24,202,caneta,-2.269862170380447,-4.539724340760894,-2.374133668408373,-2.374133668408373,-4.748267336816745,-4.64399583878882,-0.0,-13198.523216951515
../Imagens/UnetDataset/caneta\results_pos\524_predict_resized.png,129,67,25,189,caneta,-2.25733715441572,-4.51467430883144,-4.131104944377011,-4.131104944377011,-8.262209888754022,-6.388442098792732,-0.0,-12959.524917858307
../Imagens/UnetDataset/caneta\results_pos\525_predict_resized.png,128,36,21,210,caneta,-2.4042802616163996,-4.808560523232799,-3.1876348798816876,-3.1876348798816876,-6.375269759763375,-5.591915141498087,-0.0,-13970.622603163993
../Imagens/UnetDataset/caneta\results_pos\526_predict_resized.png,128,40,19,193,caneta,-2.369158307884819,-4.738316615769638,-4.030356428182873,-4.030356428182873,-8.060712856365747,-6.399514736067693,-0.0,-14744.1511438708
../Imagens/UnetDataset/caneta\results_pos\527_predict_resized.png,99,44,24,230,caneta,-2.400467904912022,-4.800935809824044,-5.109628989214351,-5.109628989214351,-10.219257978428702,-7.510096894126374,0.0,-14752.11800298217
../Imagens/UnetDataset/caneta\results_pos\528_predict_resized.png,110,53,24,197,caneta,-2.3260247320916143,-4.652049464183229,-2.0104264917146035,-2.0104264917146035,-4.020852983429207,-4.336451223806218,-0.0,-15533.844399472264
../Imagens/UnetDataset/caneta\results_pos\529_predict_resized.png,121,37,26,215,caneta,-2.3557501649668535,-4.711500329933707,-3.2007470733606604,-3.2007470733606604,-6.401494146721321,-5.556497238327514,-0.0,-13473.261499643226
../Imagens/UnetDataset/caneta\results_pos\52_predict_resized.png,89,85,43,217,caneta,-2.3610677654855245,-4.722135530971049,-5.249154316641173,-5.249154316641173,-10.498308633282345,-7.610222082126697,0.0,-14707.733074776068
../Imagens/UnetDataset/caneta\results_pos\530_predict_resized.png,111,47,28,222,caneta,-2.416767003600085,-4.83353400720017,-3.3355333756397982,-3.3355333756397982,-6.6710667512795965,-5.752300379239883,0.0,-14671.362846858654
../Imagens/UnetDataset/caneta\results_pos\531_predict_resized.png,109,52,22,199,caneta,-2.3190627469115404,-4.638125493823081,-5.111790037284172,-5.111790037284172,-10.223580074568345,-7.430852784195713,0.0,-14694.412074132239
../Imagens/UnetDataset/caneta\results_pos\532_predict_resized.png,126,40,19,206,caneta,-2.435337715167313,-4.870675430334626,-4.856328507680785,-4.856328507680785,-9.71265701536157,-7.291666222848098,-0.0,-14537.347940452655
../Imagens/UnetDataset/caneta\results_pos\533_predict_resized.png,115,57,21,220,caneta,-2.4446089927334427,-4.889217985466885,-5.832574978084011,-5.832574978084011,-11.665149956168023,-8.277183970817454,-0.0,-14650.158915301412
../Imagens/UnetDataset/caneta\results_pos\534_predict_resized.png,106,69,16,194,caneta,-2.40323461400057,-4.80646922800114,-5.701565156918675,-5.701565156918675,-11.40313031383735,-8.104799770919245,-0.0,-16879.751490196733
../Imagens/UnetDataset/caneta\results_pos\535_predict_resized.png,109,54,16,192,caneta,-2.402815320657728,-4.805630641315456,-5.445242917615488,-5.445242917615488,-10.890485835230976,-7.848058238273216,-0.0,-16832.19810525957
../Imagens/UnetDataset/caneta\results_pos\536_predict_resized.png,130,48,17,199,caneta,-2.379086450351987,-4.758172900703974,-4.851595448604054,-4.851595448604054,-9.703190897208108,-7.230681898956041,-0.0,-14288.726666591761
../Imagens/UnetDataset/caneta\results_pos\537_predict_resized.png,96,22,32,234,caneta,-2.4472440888126874,-4.894488177625375,-4.407319173317549,-4.407319173317549,-8.814638346635098,-6.854563262130236,-0.0,-15398.36646612859
../Imagens/UnetDataset/caneta\results_pos\538_predict_resized.png,107,8,37,255,caneta,-2.441486635842946,-4.882973271685892,-3.960420733352862,-3.960420733352862,-7.920841466705724,-6.401907369195808,-0.0,-13145.448034739871
../Imagens/UnetDataset/caneta\results_pos\539_predict_resized.png,95,23,36,238,caneta,-2.4448190156700855,-4.889638031340171,-4.207299070030473,-4.207299070030473,-8.414598140060946,-6.652118085700558,-0.0,-15167.5331347303
../Imagens/UnetDataset/caneta\results_pos\53_predict_resized.png,86,86,39,190,caneta,-2.3135088625425033,-4.627017725085007,-5.133653654848237,-5.133653654848237,-10.267307309696474,-7.4471625173907405,0.0,-15616.839979162918
../Imagens/UnetDataset/caneta\results_pos\54_predict_resized.png,96,56,37,242,caneta,-2.3503483280148307,-4.7006966560296615,-4.744372277153347,-4.744372277153347,-9.488744554306694,-7.0947206051681775,0.0,-12545.715477340576
../Imagens/UnetDataset/caneta\results_pos\55_predict_resized.png,105,92,27,196,caneta,-2.3240386387471346,-4.648077277494269,-4.874518530459294,-4.874518530459294,-9.749037060918589,-7.198557169206429,0.0,-15308.96634414616
../Imagens/UnetDataset/caneta\results_pos\56_predict_resized.png,86,39,27,234,caneta,-2.331231388587619,-4.662462777175238,-5.215741450617903,-5.215741450617903,-10.431482901235807,-7.546972839205521,0.0,-11239.714340626995
../Imagens/UnetDataset/caneta\results_pos\57_predict_resized.png,92,53,27,231,caneta,-2.357651162594487,-4.715302325188974,-5.3432538123922475,-5.3432538123922475,-10.686507624784495,-7.700904974986735,0.0,-13595.908908204183
../Imagens/UnetDataset/caneta\results_pos\58_predict_resized.png,99,96,24,190,caneta,-2.336769028692186,-4.673538057384372,-2.1565983665482467,-2.1565983665482467,-4.313196733096493,-4.4933673952404325,-0.0,-15469.688309589163
../Imagens/UnetDataset/caneta\results_pos\59_predict_resized.png,97,71,27,195,caneta,-2.332610921076572,-4.665221842153144,-4.521470238482466,-4.521470238482466,-9.042940476964931,-6.854081159559038,0.0,-14878.211481223861
../Imagens/UnetDataset/caneta\results_pos\5_predict_resized.png,94,27,32,229,caneta,-2.278424949799777,-4.556849899599554,-5.447669194595481,-5.447669194595481,-10.895338389190963,-7.726094144395258,0.0,-13637.610674420765
../Imagens/UnetDataset/caneta\results_pos\60_predict_resized.png,92,57,30,208,caneta,-2.2648441240167783,-4.5296882480335565,-5.315720137305569,-5.315720137305569,-10.631440274611139,-7.580564261322348,0.0,-13474.691467598062
../Imagens/UnetDataset/caneta\results_pos\61_predict_resized.png,88,73,34,221,caneta,-2.2857867899882813,-4.571573579976563,-5.496321108071836,-5.496321108071836,-10.992642216143672,-7.782107898060118,0.0,-13139.32988810848
../Imagens/UnetDataset/caneta\results_pos\62_predict_resized.png,111,59,28,207,caneta,-2.294163127867073,-4.588326255734146,-5.485951109307878,-5.485951109307878,-10.971902218615757,-7.780114237174952,0.0,-13563.881666520503
../Imagens/UnetDataset/caneta\results_pos\63_predict_resized.png,83,41,26,199,caneta,-2.254461158952338,-4.508922317904676,-5.482184399073693,-5.482184399073693,-10.964368798147387,-7.736645558026032,0.0,-13069.540455871784
../Imagens/UnetDataset/caneta\results_pos\64_predict_resized.png,97,73,29,201,caneta,-2.2621719138281366,-4.524343827656273,-4.8923030069432,-4.8923030069432,-9.7846060138864,-7.154474920771337,0.0,-14151.270234280453
../Imagens/UnetDataset/caneta\results_pos\65_predict_resized.png,101,62,29,205,caneta,-2.2949407794225785,-4.589881558845157,-5.207409020310156,-5.207409020310156,-10.414818040620313,-7.502349799732735,0.0,-14338.961636290118
../Imagens/UnetDataset/caneta\results_pos\66_predict_resized.png,106,78,24,177,caneta,-2.307593066801739,-4.615186133603478,-5.5221331796938475,-5.5221331796938475,-11.044266359387695,-7.829726246495587,0.0,-16071.73902861411
../Imagens/UnetDataset/caneta\results_pos\67_predict_resized.png,101,86,24,180,caneta,-2.3017573083514073,-4.603514616702815,-4.42594447607107,-4.42594447607107,-8.85188895214214,-6.727701784422477,0.0,-15934.14958618785
../Imagens/UnetDataset/caneta\results_pos\68_predict_resized.png,93,104,23,156,caneta,-2.2812161857148254,-4.562432371429651,-5.0772558315211285,-5.0772558315211285,-10.154511663042257,-7.358472017235954,0.0,-17055.128988456745
